,ID,O_LON,O_LAT,CLUSTER_LABEL
9531,9531,116.351133,39.912683,cluster12
9534,9534,116.43487,39.95358,cluster4
9536,9536,116.42054,39.905633,cluster17
9538,9538,116.417701,39.982066,cluster3
9540,9540,116.340066,39.909366,cluster12
9542,9542,116.46503,39.99088,cluster21
9545,9545,116.34803,39.97625,cluster1
9547,9547,116.36885,39.94966,cluster16
9551,9551,116.4281,39.93277,cluster4
9558,9558,116.29354,39.86502,cluster24
9559,9559,116.31274,39.89537,cluster2
9561,9561,116.51248,39.92209,cluster22
9569,9569,116.45125,39.99461,cluster21
9572,9572,116.37442,39.86335,cluster13
9574,9574,116.44951,39.90825,cluster8
9577,9577,116.36886,39.94961,cluster16
9583,9583,116.41797,39.99315,cluster3
9586,9586,116.51838,39.91625,cluster22
9591,9591,116.34304,39.87208,cluster9
9595,9595,116.426345,39.951322,cluster4
9596,9596,116.4346,39.96564,cluster4
9601,9601,116.451153,39.954222,cluster4
9608,9608,116.411683,39.912566,cluster7
9613,9613,116.434708,39.961185,cluster4
9618,9618,116.351143,39.930828,cluster32
9620,9620,116.372533,39.866066,cluster13
9625,9625,116.30825,39.88525,cluster2
9634,9634,116.387366,39.871,cluster13
9635,9635,116.42724,39.93673,cluster4
9638,9638,116.30455,39.886772,cluster2
9639,9639,116.45436,40.01006,cluster26
9640,9640,116.30655,39.88084,cluster2
9650,9650,116.376333,39.96155,cluster5
9656,9656,116.320427,39.88473,cluster2
9659,9659,116.359548,39.976118,cluster1
9661,9661,116.38752,39.96728,cluster10
9667,9667,116.38059,39.85968,cluster13
9670,9670,116.41384,39.99282,cluster3
9671,9671,116.429283,39.958195,cluster4
9676,9676,116.380216,39.85545,cluster13
9686,9686,116.418588,39.895832,cluster17
9688,9688,116.36106,39.866782,cluster13
9691,9691,116.379766,39.950116,cluster16
9693,9693,116.41912,39.90351,cluster17
9698,9698,116.421235,39.903383,cluster17
9700,9700,116.364287,39.865425,cluster13
9703,9703,116.32722,39.97946,cluster18
9704,9704,116.31289,39.89613,cluster2
9705,9705,116.383712,39.859463,cluster13
9706,9706,116.44076,39.96429,cluster4
9707,9707,116.384152,39.855763,cluster13
9709,9709,116.45045,39.92699,cluster0
9710,9710,116.362099,39.877007,cluster20
9712,9712,116.4225,39.939883,cluster4
9714,9714,116.460869,39.928253,cluster0
9724,9724,116.28182,39.86431,cluster24
9725,9725,116.4186,39.96417,cluster10
9728,9728,116.460716,40.012409,cluster26
9729,9729,116.37649,39.94998,cluster16
9736,9736,116.41777,39.99386,cluster3
9738,9738,116.33239,39.88871,cluster27
9739,9739,116.417598,39.987738,cluster3
9740,9740,116.43472,39.96519,cluster4
9741,9741,116.45477,39.95204,cluster4
9745,9745,116.347611,39.878761,cluster9
9746,9746,116.34815,39.97442,cluster1
9749,9749,116.32796,39.88855,cluster27
9758,9758,116.43178,39.93974,cluster4
9760,9760,116.428902,39.958275,cluster4
9761,9761,116.441952,39.971915,cluster4
9762,9762,116.34005,39.91055,cluster12
9765,9765,116.47227,39.92623,cluster0
9774,9774,116.45165,39.92712,cluster0
9777,9777,116.401563,39.967888,cluster10
9781,9781,116.428622,39.90739,cluster17
9786,9786,116.445033,39.9217,cluster19
9792,9792,116.4582,39.98585,cluster6
9794,9794,116.37751,39.96157,cluster5
9795,9795,116.41048,39.968,cluster10
9797,9797,116.38637,39.85942,cluster13
9804,9804,116.47285,39.99744,cluster21
9805,9805,116.3732,39.931616,cluster31
9807,9807,116.381945,39.967188,cluster5
9809,9809,116.36935,39.93144,cluster31
9810,9810,116.46615,39.92941,cluster0
9822,9822,116.46692,39.927983,cluster0
9824,9824,116.369855,39.949758,cluster16
9827,9827,116.352303,39.980232,cluster1
9830,9830,116.42361,39.90372,cluster17
9831,9831,116.50739,39.92376,cluster22
9832,9832,116.346625,39.922143,cluster12
9834,9834,116.461281,40.005119,cluster26
9837,9837,116.363724,39.971851,cluster1
9838,9838,116.40811,39.89581,cluster17
9842,9842,116.445238,39.965835,cluster4
9843,9843,116.362213,39.939415,cluster35
9846,9846,116.40335,39.976066,cluster10
9847,9847,116.420916,39.903366,cluster17
9850,9850,116.36358,39.98328,cluster1
9851,9851,116.44355,39.95982,cluster4
9852,9852,116.45444,39.99961,cluster21
9856,9856,116.3573,39.98045,cluster1
9859,9859,116.36325,39.98685,cluster1
9861,9861,116.34384,39.97541,cluster1
9862,9862,116.460866,39.922766,cluster0
9863,9863,116.45275,39.96642,cluster4
9864,9864,116.4252,39.926066,cluster19
9868,9868,116.325478,39.896076,cluster2
9870,9870,116.45638,39.9848,cluster6
9871,9871,116.37712,39.85598,cluster13
9872,9872,116.32013,39.88311,cluster2
9873,9873,116.38136,39.87886,cluster11
9874,9874,116.43836,39.95408,cluster4
9876,9876,116.411888,39.89574,cluster17
9877,9877,116.4207,39.90755,cluster17
9879,9879,116.419573,39.939172,cluster4
9881,9881,116.34413,39.87904,cluster9
9882,9882,116.303988,39.88987,cluster2
9889,9889,116.359333,39.976886,cluster1
9891,9891,116.3636,39.97997,cluster1
9893,9893,116.374855,39.969132,cluster5
9896,9896,116.405127,39.96905,cluster10
9897,9897,116.354818,39.96673,cluster5
9899,9899,116.307716,39.887619,cluster2
9900,9900,116.346716,39.9125,cluster12
9917,9917,116.394616,39.964066,cluster10
9922,9922,116.351065,39.88788,cluster23
9924,9924,116.44621,39.96163,cluster4
9925,9925,116.3843,39.87935,cluster11
9926,9926,116.353676,39.915569,cluster12
9929,9929,116.356415,39.986084,cluster1
9931,9931,116.371263,39.864812,cluster13
9933,9933,116.35542,39.98032,cluster1
9936,9936,116.46427,39.91233,cluster14
9938,9938,116.44246,39.92559,cluster19
9939,9939,116.423827,39.96791,cluster10
9943,9943,116.45776,40.01032,cluster26
9945,9945,116.36629,39.86948,cluster13
9947,9947,116.417966,39.9931,cluster3
9948,9948,116.36708,39.97694,cluster1
9949,9949,116.345712,39.941393,cluster15
9950,9950,116.454823,39.949325,cluster4
9951,9951,116.38103,39.86381,cluster13
9957,9957,116.41604,39.98764,cluster3
9958,9958,116.34336,39.9253,cluster12
9960,9960,116.40923,39.89555,cluster17
9963,9963,116.4089,39.90824,cluster7
9964,9964,116.31671,39.89525,cluster2
9974,9974,116.3858,39.882116,cluster11
9979,9979,116.453965,39.912555,cluster8
9984,9984,116.376984,39.967125,cluster5
9987,9987,116.31661,39.89512,cluster2
9989,9989,116.38605,39.868466,cluster13
9991,9991,116.373192,39.960426,cluster16
9993,9993,116.407655,39.895858,cluster17
9995,9995,116.51468,39.91711,cluster22
10005,10005,116.518183,39.91628,cluster22
10007,10007,116.395733,39.973233,cluster10
10008,10008,116.468566,39.92965,cluster0
10010,10010,116.363683,39.97715,cluster1
10012,10012,116.42804,39.931099,cluster4
10013,10013,116.428169,39.921043,cluster19
10015,10015,116.46094,39.93079,cluster0
10022,10022,116.23408,39.90251,cluster30
10025,10025,116.315522,39.890907,cluster2
10027,10027,116.432562,39.981078,cluster3
10028,10028,116.419647,39.987885,cluster3
10030,10030,116.305489,39.895035,cluster2
10031,10031,116.43757,39.96382,cluster4
10032,10032,116.47765,39.992266,cluster28
10033,10033,116.44883,39.96877,cluster4
10034,10034,116.376192,39.96667,cluster5
10035,10035,116.42167,39.93511,cluster4
10036,10036,116.308717,39.885237,cluster2
10037,10037,116.44111,39.96199,cluster4
10039,10039,116.46183,39.978546,cluster6
10043,10043,116.610716,40.050366,cluster34
10045,10045,116.438248,39.94178,cluster4
10048,10048,116.391603,39.882205,cluster11
10049,10049,116.460915,39.92728,cluster0
10050,10050,116.41271,39.9139,cluster7
10051,10051,116.43372,39.95143,cluster4
10052,10052,116.40841,39.90777,cluster7
10054,10054,116.411797,39.908745,cluster7
10055,10055,116.456528,39.995152,cluster21
10056,10056,116.38199,39.95229,cluster16
10058,10058,116.454466,39.90675,cluster8
10062,10062,116.448097,39.963322,cluster4
10067,10067,116.418133,39.995016,cluster3
10070,10070,116.45195,39.966016,cluster4
10072,10072,116.344574,39.876263,cluster9
10073,10073,116.410007,39.96788,cluster10
10075,10075,116.38377,39.88347,cluster11
10076,10076,116.34597,39.91256,cluster12
10081,10081,116.392853,39.950115,cluster16
10087,10087,116.41861,39.96895,cluster10
10093,10093,116.36748,39.96652,cluster5
10099,10099,116.384186,39.870235,cluster13
10100,10100,116.61086,40.049853,cluster34
10102,10102,116.35016,39.90946,cluster12
10103,10103,116.35543,39.88791,cluster23
10108,10108,116.30537,39.89637,cluster2
10109,10109,116.37232,39.95653,cluster16
10110,10110,116.461533,39.985613,cluster6
10118,10118,116.46637,39.907,cluster14
10119,10119,116.393097,39.950062,cluster16
10121,10121,116.387397,39.950778,cluster16
10122,10122,116.39609,39.97556,cluster10
10123,10123,116.3768,39.869216,cluster13
10126,10126,116.451996,39.95364,cluster4
10129,10129,116.33499,39.88826,cluster27
10131,10131,116.34579,39.94126,cluster15
10132,10132,116.385866,39.8821,cluster11
10136,10136,116.360298,39.87693,cluster20
10137,10137,116.3868,39.95007,cluster16
10147,10147,116.51451,39.92232,cluster22
10149,10149,116.4178,39.968166,cluster10
10154,10154,116.3623,39.9375,cluster35
10155,10155,116.386633,39.94765,cluster16
10162,10162,116.44252,39.95385,cluster4
10164,10164,116.4207,39.90375,cluster17
10170,10170,116.44744,39.95063,cluster4
10171,10171,116.36687,39.93093,cluster31
10174,10174,116.44346,39.92142,cluster19
10177,10177,116.33229,39.97355,cluster18
10181,10181,116.430833,39.923116,cluster19
10182,10182,116.347273,39.87139,cluster9
10184,10184,116.39105,39.9673,cluster10
10187,10187,116.318015,39.895888,cluster2
10189,10189,116.34337,39.93271,cluster32
10192,10192,116.3466,39.97396,cluster1
10195,10195,116.36542,39.95007,cluster16
10199,10199,116.304665,39.888351,cluster2
10200,10200,116.425233,39.958233,cluster4
10201,10201,116.387192,39.879425,cluster11
10202,10202,116.45075,39.950716,cluster4
10204,10204,116.344513,39.917267,cluster12
10205,10205,116.3725,39.88181,cluster20
10209,10209,116.45086,39.95445,cluster4
10214,10214,116.463142,39.928707,cluster0
10216,10216,116.363861,39.970703,cluster1
10217,10217,116.363808,39.974899,cluster1
10218,10218,116.367874,39.877586,cluster20
10219,10219,116.42364,39.96818,cluster10
10226,10226,116.436413,39.935237,cluster4
10229,10229,116.4194,39.94385,cluster4
10231,10231,116.43664,39.97255,cluster4
10233,10233,116.39007,39.87954,cluster11
10236,10236,116.229851,39.897553,cluster30
10238,10238,116.3526,39.93662,cluster15
10239,10239,116.376702,39.855977,cluster13
10241,10241,116.41139,39.99375,cluster3
10244,10244,116.38603,39.86871,cluster13
10246,10246,116.339957,39.9378,cluster15
10250,10250,116.313782,39.891987,cluster2
10257,10257,116.366857,39.94017,cluster35
10260,10260,116.416483,39.895883,cluster17
10262,10262,116.433332,39.957105,cluster4
10265,10265,116.40027,39.97562,cluster10
10272,10272,116.45678,39.94414,cluster4
10273,10273,116.417748,39.992439,cluster3
10276,10276,116.440616,39.970833,cluster4
10277,10277,116.31345,39.89469,cluster2
10278,10278,116.35001,39.91781,cluster12
10283,10283,116.35029,39.9233,cluster12
10284,10284,116.46296,39.9503,cluster4
10285,10285,116.34791,39.872,cluster9
10286,10286,116.45632,40.01291,cluster26
10287,10287,116.311682,39.895787,cluster2
10288,10288,116.461884,39.978088,cluster6
10289,10289,116.288048,39.86067,cluster24
10292,10292,116.39568,39.96891,cluster10
10293,10293,116.37404,39.96141,cluster5
10294,10294,116.37506,39.97176,cluster5
10297,10297,116.440866,39.94855,cluster4
10298,10298,116.315432,39.891468,cluster2
10305,10305,116.43664,39.97349,cluster4
10306,10306,116.467088,40.002918,cluster21
10310,10310,116.42778,39.9319,cluster4
10311,10311,116.36096,39.86418,cluster13
10314,10314,116.36895,39.88195,cluster20
10322,10322,116.32995,39.975183,cluster18
10323,10323,116.38769,39.94591,cluster16
10326,10326,116.44937,39.94722,cluster4
10338,10338,116.462766,40.000433,cluster21
10339,10339,116.4559,39.94427,cluster4
10344,10344,116.513882,39.922242,cluster22
10348,10348,116.60923,40.05305,cluster34
10351,10351,116.51387,39.92215,cluster22
10355,10355,116.459496,39.976383,cluster6
10359,10359,116.441993,39.971992,cluster4
10360,10360,116.40581,39.91712,cluster7
10365,10365,116.36382,39.97426,cluster1
10367,10367,116.443031,39.958378,cluster4
10377,10377,116.363582,39.975695,cluster1
10382,10382,116.6116,40.04755,cluster34
10384,10384,116.41319,39.89998,cluster17
10390,10390,116.34577,39.9402,cluster15
10392,10392,116.413502,39.899813,cluster17
10396,10396,116.327835,39.97487,cluster18
10397,10397,116.45635,40.011233,cluster26
10405,10405,116.461213,40.005977,cluster26
10414,10414,116.327845,39.99142,cluster29
10417,10417,116.41204,39.90108,cluster17
10419,10419,116.415637,39.895705,cluster17
10420,10420,116.364616,39.966816,cluster5
10424,10424,116.45941,40.00362,cluster26
10426,10426,116.360138,39.986164,cluster1
10428,10428,116.43705,39.93986,cluster4
10429,10429,116.34592,39.91707,cluster12
10430,10430,116.450983,39.96015,cluster4
10432,10432,116.4695,40.00009,cluster21
10434,10434,116.41318,39.96783,cluster10
10438,10438,116.425903,39.956631,cluster4
10439,10439,116.51147,39.91785,cluster22
10442,10442,116.322929,39.898087,cluster2
10443,10443,116.34938,39.89687,cluster25
10445,10445,116.44583,39.95392,cluster4
10447,10447,116.46725,40.00095,cluster21
10448,10448,116.43663,39.972248,cluster4
10450,10450,116.313266,39.894883,cluster2
10453,10453,116.42631,39.92611,cluster19
10455,10455,116.4621,39.97857,cluster6
10456,10456,116.47355,39.93245,cluster0
10460,10460,116.3463,39.876416,cluster9
10462,10462,116.43293,39.92562,cluster19
10463,10463,116.314751,39.887936,cluster2
10465,10465,116.348223,39.973548,cluster1
10467,10467,116.46665,39.92935,cluster0
10470,10470,116.47586,39.90852,cluster14
10472,10472,116.368401,39.863205,cluster13
10473,10473,116.31253,39.87855,cluster2
10474,10474,116.316757,39.896267,cluster2
10477,10477,116.4314,39.96211,cluster4
10478,10478,116.345848,39.940228,cluster15
10482,10482,116.31285,39.89631,cluster2
10483,10483,116.42212,39.95814,cluster4
10488,10488,116.362317,39.935948,cluster35
10489,10489,116.41384,39.96764,cluster10
10490,10490,116.36418,39.87713,cluster20
10491,10491,116.47402,39.92702,cluster0
10492,10492,116.367837,39.980723,cluster1
10497,10497,116.37953,39.86706,cluster13
10499,10499,116.310597,39.885338,cluster2
10502,10502,116.462116,40.01035,cluster26
10508,10508,116.341533,39.901783,cluster25
10510,10510,116.4207,39.90751,cluster17
10511,10511,116.381053,39.863822,cluster13
10514,10514,116.431348,39.932553,cluster4
10516,10516,116.411733,39.907416,cluster7
10517,10517,116.22988,39.90238,cluster30
10520,10520,116.410767,39.984356,cluster3
10521,10521,116.3736,39.960116,cluster16
10528,10528,116.46452,39.99122,cluster21
10534,10534,116.4718,39.90694,cluster14
10535,10535,116.511866,39.919583,cluster22
10541,10541,116.451933,39.930833,cluster0
10543,10543,116.347178,39.885198,cluster23
10554,10554,116.35537,39.90876,cluster12
10556,10556,116.43839,39.94231,cluster4
10558,10558,116.40103,39.97555,cluster10
10559,10559,116.35897,39.98045,cluster1
10568,10568,116.463466,39.996733,cluster21
10569,10569,116.397466,39.973866,cluster10
10573,10573,116.31981,39.88861,cluster2
10575,10575,116.45648,39.9886,cluster21
10581,10581,116.37121,39.9603,cluster16
10585,10585,116.4206,39.9039,cluster17
10587,10587,116.418518,39.971699,cluster10
10588,10588,116.42713,39.94373,cluster4
10591,10591,116.429277,39.939587,cluster4
10593,10593,116.42435,39.990233,cluster3
10594,10594,116.31064,39.899115,cluster2
10597,10597,116.290698,39.865108,cluster24
10599,10599,116.41631,39.987778,cluster3
10601,10601,116.41216,39.89988,cluster17
10604,10604,116.33215,39.97225,cluster18
10607,10607,116.455879,39.942864,cluster4
10609,10609,116.45433,39.9539,cluster4
10610,10610,116.46029,39.97713,cluster6
10617,10617,116.4526,40.006916,cluster26
10618,10618,116.35024,39.92291,cluster12
10624,10624,116.380643,39.857365,cluster13
10629,10629,116.48357,39.98712,cluster28
10632,10632,116.43993,39.92479,cluster19
10634,10634,116.451477,40.000187,cluster21
10642,10642,116.35023,39.91079,cluster12
10643,10643,116.46711,40.003017,cluster21
10655,10655,116.31946,39.88857,cluster2
10658,10658,116.43474,39.9226,cluster19
10661,10661,116.45677,39.99005,cluster21
10662,10662,116.361905,39.939272,cluster35
10663,10663,116.345293,39.931051,cluster32
10665,10665,116.3893,39.94982,cluster16
10667,10667,116.41414,39.96744,cluster10
10668,10668,116.3475,39.97965,cluster1
10671,10671,116.42035,39.9337,cluster4
10672,10672,116.349766,39.93505,cluster15
10676,10676,116.41956,39.939,cluster4
10681,10681,116.373866,39.864266,cluster13
10682,10682,116.427651,39.941078,cluster4
10692,10692,116.389116,39.947916,cluster16
10697,10697,116.34198,39.93794,cluster15
10702,10702,116.376465,39.950005,cluster16
10715,10715,116.46168,39.99759,cluster21
10716,10716,116.418825,39.903428,cluster17
10718,10718,116.40568,39.96787,cluster10
10720,10720,116.390266,39.855916,cluster13
10721,10721,116.35257,39.93855,cluster15
10722,10722,116.45527,39.90389,cluster8
10727,10727,116.468666,39.984516,cluster33
10730,10730,116.46148,40.00185,cluster21
10732,10732,116.41213,39.90057,cluster17
10735,10735,116.35943,39.97469,cluster1
10736,10736,116.43581,39.92563,cluster19
10739,10739,116.307916,39.896,cluster2
10744,10744,116.388306,39.884865,cluster11
10745,10745,116.3611,39.8641,cluster13
10748,10748,116.4246,39.93963,cluster4
10749,10749,116.455452,39.906914,cluster8
10751,10751,116.314808,39.899153,cluster2
10760,10760,116.313088,39.895519,cluster2
10762,10762,116.36365,39.9668,cluster5
10768,10768,116.36123,39.96623,cluster5
10769,10769,116.350505,39.887995,cluster23
10775,10775,116.46879,39.98486,cluster33
10777,10777,116.39552,39.97228,cluster10
10780,10780,116.44199,39.97091,cluster4
10784,10784,116.42084,39.90436,cluster17
10790,10790,116.38818,39.96738,cluster10
10793,10793,116.439194,39.949642,cluster4
10795,10795,116.37051,39.88201,cluster20
10797,10797,116.37085,39.9564,cluster16
10798,10798,116.332633,39.9694,cluster18
10803,10803,116.313585,39.895122,cluster2
10808,10808,116.61065,40.04995,cluster34
10817,10817,116.44539,39.95866,cluster4
10819,10819,116.342323,39.881828,cluster9
10820,10820,116.332741,39.969338,cluster18
10822,10822,116.45095,39.95915,cluster4
10824,10824,116.43051,39.98212,cluster3
10829,10829,116.30565,39.8957,cluster2
10830,10830,116.43214,39.98109,cluster3
10831,10831,116.36327,39.98324,cluster1
10835,10835,116.37283,39.86283,cluster13
10837,10837,116.358627,39.917278,cluster12
10839,10839,116.438164,39.945355,cluster4
10845,10845,116.33395,39.88754,cluster27
10846,10846,116.34894,39.94102,cluster15
10847,10847,116.3073,39.880916,cluster2
10848,10848,116.448133,39.986916,cluster21
10849,10849,116.354283,39.915566,cluster12
10854,10854,116.421516,39.89245,cluster17
10855,10855,116.41163,39.96731,cluster10
10857,10857,116.439316,39.955936,cluster4
10859,10859,116.45198,39.96574,cluster4
10860,10860,116.357246,39.980423,cluster1
10862,10862,116.3658,39.96662,cluster5
10863,10863,116.34875,39.941,cluster15
10865,10865,116.36693,39.87712,cluster20
10868,10868,116.327225,39.980194,cluster18
10870,10870,116.429313,39.959348,cluster4
10872,10872,116.410525,39.994145,cluster3
10876,10876,116.42249,39.93027,cluster4
10877,10877,116.31379,39.89521,cluster2
10883,10883,116.35228,39.89796,cluster25
10885,10885,116.3135,39.895016,cluster2
10893,10893,116.394882,39.967648,cluster10
10895,10895,116.461283,39.97835,cluster6
10897,10897,116.451316,39.9974,cluster21
10899,10899,116.342438,39.870358,cluster9
10900,10900,116.373316,39.95355,cluster16
10903,10903,116.37333,39.95759,cluster16
10907,10907,116.418266,39.903216,cluster17
10910,10910,116.34496,39.8885,cluster23
10914,10914,116.350316,39.939016,cluster15
10917,10917,116.43058,39.9842,cluster3
10918,10918,116.312889,39.896187,cluster2
10920,10920,116.350016,39.9258,cluster12
10923,10923,116.38306,39.86937,cluster13
10924,10924,116.36573,39.88016,cluster20
10925,10925,116.51472,39.91808,cluster22
10926,10926,116.40333,39.97573,cluster10
10927,10927,116.42085,39.90415,cluster17
10931,10931,116.287395,39.864955,cluster24
10932,10932,116.42077,39.9387,cluster4
10934,10934,116.40647,39.90798,cluster7
10936,10936,116.47269,39.99848,cluster21
10943,10943,116.441132,39.955181,cluster4
10944,10944,116.3232,39.8954,cluster2
10945,10945,116.36876,39.93139,cluster31
10946,10946,116.40205,39.96783,cluster10
10949,10949,116.41209,39.99358,cluster3
10954,10954,116.37633,39.86414,cluster13
10957,10957,116.305027,39.894953,cluster2
10962,10962,116.420427,39.903403,cluster17
10963,10963,116.41289,39.89595,cluster17
10964,10964,116.390216,39.885,cluster11
10966,10966,116.415216,39.988266,cluster3
10970,10970,116.4382,39.92109,cluster19
10974,10974,116.46752,39.91168,cluster14
10977,10977,116.288132,39.864552,cluster24
10978,10978,116.426163,39.953507,cluster4
10980,10980,116.438348,39.942207,cluster4
10986,10986,116.50744,39.92454,cluster22
10988,10988,116.4618,39.978108,cluster6
10991,10991,116.385513,39.88493,cluster11
10994,10994,116.312666,39.887166,cluster2
10995,10995,116.315507,39.891433,cluster2
10996,10996,116.443604,39.964245,cluster4
10998,10998,116.37241,39.94995,cluster16
11004,11004,116.30696,39.88455,cluster2
11005,11005,116.34015,39.911966,cluster12
11010,11010,116.35745,39.93923,cluster35
11012,11012,116.46382,39.94333,cluster4
11013,11013,116.346992,39.89178,cluster23
11014,11014,116.33914,39.91289,cluster12
11018,11018,116.4213,39.9035,cluster17
11021,11021,116.407016,39.91715,cluster7
11022,11022,116.432316,39.9423,cluster4
11027,11027,116.417823,39.990742,cluster3
11028,11028,116.430116,39.938483,cluster4
11038,11038,116.448466,39.966116,cluster4
11039,11039,116.288467,39.865097,cluster24
11042,11042,116.45654,39.99201,cluster21
11043,11043,116.371903,39.956623,cluster16
11044,11044,116.402916,39.909166,cluster7
11046,11046,116.34528,39.941185,cluster15
11047,11047,116.44236,39.95766,cluster4
11052,11052,116.46726,40.00242,cluster21
11060,11060,116.44555,39.96614,cluster4
11065,11065,116.47146,39.90568,cluster14
11069,11069,116.456995,39.984908,cluster6
11071,11071,116.46186,39.97856,cluster6
11072,11072,116.429316,39.892133,cluster17
11074,11074,116.313423,39.894917,cluster2
11076,11076,116.421698,39.90348,cluster17
11079,11079,116.438302,39.959283,cluster4
11088,11088,116.46021,39.97921,cluster6
11090,11090,116.3166,39.89105,cluster2
11092,11092,116.43338,39.9596,cluster4
11094,11094,116.348216,39.973183,cluster1
11097,11097,116.32786,39.99153,cluster29
11098,11098,116.349675,39.900092,cluster25
11103,11103,116.43511,39.95353,cluster4
11109,11109,116.413423,39.967643,cluster10
11111,11111,116.4119,39.90925,cluster7
11113,11113,116.422538,39.932362,cluster4
11119,11119,116.456947,39.956066,cluster4
11121,11121,116.40848,39.98751,cluster3
11122,11122,116.41869,39.96551,cluster10
11127,11127,116.436,39.95367,cluster4
11132,11132,116.430069,39.937584,cluster4
11133,11133,116.379082,39.884831,cluster11
11138,11138,116.372433,39.949416,cluster16
11139,11139,116.365557,39.94746,cluster16
11140,11140,116.37236,39.949421,cluster16
11142,11142,116.33661,39.97498,cluster18
11147,11147,116.347495,39.901732,cluster25
11150,11150,116.37292,39.88183,cluster20
11151,11151,116.33605,39.99178,cluster29
11152,11152,116.45931,40.0073,cluster26
11156,11156,116.328453,39.888699,cluster27
11167,11167,116.458258,39.906955,cluster8
11171,11171,116.47599,39.90887,cluster14
11174,11174,116.34624,39.97758,cluster1
11175,11175,116.38907,39.88439,cluster11
11179,11179,116.42208,39.90362,cluster17
11181,11181,116.42691,39.94005,cluster4
11182,11182,116.42156,39.90348,cluster17
11188,11188,116.46042,39.98635,cluster6
11192,11192,116.463844,39.907238,cluster14
11193,11193,116.310802,39.885013,cluster2
11200,11200,116.234253,39.902557,cluster30
11202,11202,116.35216,39.939158,cluster15
11206,11206,116.353748,39.920313,cluster12
11207,11207,116.4636,39.99688,cluster21
11211,11211,116.42899,39.95327,cluster4
11223,11223,116.28683,39.86493,cluster24
11226,11226,116.3503,39.943783,cluster15
11227,11227,116.51245,39.92221,cluster22
11228,11228,116.46937,39.98528,cluster33
11230,11230,116.34705,39.89724,cluster25
11233,11233,116.427916,39.945583,cluster4
11234,11234,116.345718,39.926838,cluster32
11238,11238,116.343414,39.930523,cluster32
11240,11240,116.433998,39.929726,cluster4
11242,11242,116.43026,39.93661,cluster4
11243,11243,116.418563,39.89221,cluster17
11244,11244,116.31326,39.89551,cluster2
11246,11246,116.46526,39.95072,cluster4
11254,11254,116.447683,39.957966,cluster4
11258,11258,116.332428,39.991688,cluster29
11261,11261,116.411102,39.985375,cluster3
11264,11264,116.467,40.00055,cluster21
11266,11266,116.44987,39.950045,cluster4
11271,11271,116.467813,39.994823,cluster21
11273,11273,116.41555,39.96834,cluster10
11275,11275,116.280207,39.864113,cluster24
11278,11278,116.4102,39.993383,cluster3
11279,11279,116.333622,39.888658,cluster27
11282,11282,116.31793,39.88874,cluster2
11284,11284,116.3466,39.90211,cluster25
11285,11285,116.374467,39.858182,cluster13
11289,11289,116.42414,39.993106,cluster3
11293,11293,116.34389,39.9269,cluster32
11296,11296,116.391516,39.961933,cluster10
11303,11303,116.41182,39.90929,cluster7
11309,11309,116.43806,39.93259,cluster4
11313,11313,116.31471,39.88296,cluster2
11315,11315,116.462303,39.94305,cluster4
11316,11316,116.37272,39.9572,cluster16
11318,11318,116.395966,39.9684,cluster10
11320,11320,116.4268,39.90378,cluster17
11327,11327,116.34677,39.97529,cluster1
11328,11328,116.41246,39.908337,cluster7
11330,11330,116.41866,39.96838,cluster10
11337,11337,116.428288,39.931278,cluster4
11339,11339,116.35344,39.91583,cluster12
11341,11341,116.421633,39.958066,cluster4
11343,11343,116.42155,39.9034,cluster17
11349,11349,116.43848,39.96733,cluster4
11355,11355,116.360683,39.8819,cluster20
11359,11359,116.480637,39.986717,cluster28
11360,11360,116.369,39.87722,cluster20
11363,11363,116.38698,39.88189,cluster11
11372,11372,116.368283,39.87895,cluster20
11373,11373,116.28728,39.86497,cluster24
11375,11375,116.34748,39.87907,cluster9
11377,11377,116.39554,39.97237,cluster10
11384,11384,116.43756,39.92089,cluster19
11390,11390,116.30841,39.885057,cluster2
11393,11393,116.359497,39.977612,cluster1
11394,11394,116.412055,39.910662,cluster7
11395,11395,116.372752,39.881902,cluster20
11396,11396,116.42463,39.91012,cluster17
11399,11399,116.45674,39.95148,cluster4
11405,11405,116.429138,39.958946,cluster4
11407,11407,116.31784,39.89648,cluster2
11410,11410,116.47314,39.98519,cluster33
11412,11412,116.463173,39.996586,cluster21
11414,11414,116.427745,39.943348,cluster4
11415,11415,116.4331,39.93655,cluster4
11417,11417,116.60638,40.05185,cluster34
11419,11419,116.456255,40.01036,cluster26
11428,11428,116.3662,39.94123,cluster35
11438,11438,116.45148,40.00037,cluster21
11443,11443,116.42055,39.903966,cluster17
11445,11445,116.4221,39.892,cluster17
11449,11449,116.31764,39.89595,cluster2
11452,11452,116.352512,39.980195,cluster1
11453,11453,116.416253,39.892065,cluster17
11457,11457,116.434723,39.974735,cluster4
11459,11459,116.45217,39.99576,cluster21
11463,11463,116.438282,39.940927,cluster4
11464,11464,116.414125,39.992785,cluster3
11466,11466,116.41841,39.97354,cluster10
11468,11468,116.38864,39.88217,cluster11
11471,11471,116.51125,39.92299,cluster22
11473,11473,116.3545,39.98045,cluster1
11474,11474,116.34835,39.89482,cluster25
11475,11475,116.43488,39.96523,cluster4
11479,11479,116.37775,39.86704,cluster13
11483,11483,116.42094,39.89199,cluster17
11486,11486,116.427073,39.967943,cluster10
