,ID,O_LON,O_LAT,CLUSTER_LABEL
3469,3469,116.42888,39.95805,cluster4
3472,3472,116.4562,39.9105,cluster8
3473,3473,116.61135,40.04953,cluster34
3475,3475,116.44166,39.9716,cluster4
3477,3477,116.43016,39.93748,cluster4
3479,3479,116.511872,39.91936,cluster22
3480,3480,116.380493,39.862228,cluster13
3484,3484,116.404435,39.965215,cluster10
3486,3486,116.482254,39.988308,cluster28
3495,3495,116.515,39.922183,cluster22
3496,3496,116.359445,39.978823,cluster1
3500,3500,116.351646,39.876648,cluster9
3503,3503,116.3502,39.90023,cluster25
3505,3505,116.44164,39.97119,cluster4
3510,3510,116.303898,39.890402,cluster2
3512,3512,116.371983,39.877333,cluster20
3513,3513,116.44985,39.96985,cluster4
3516,3516,116.3595,39.96622,cluster5
3518,3518,116.46707,39.99759,cluster21
3533,3533,116.43506,39.9653,cluster4
3539,3539,116.39559,39.96952,cluster10
3543,3543,116.344605,39.871723,cluster9
3544,3544,116.43656,39.96283,cluster4
3546,3546,116.40471,39.96785,cluster10
3549,3549,116.42459,39.98214,cluster3
3550,3550,116.37393,39.96268,cluster5
3554,3554,116.419453,39.943638,cluster4
3559,3559,116.448065,39.946936,cluster4
3561,3561,116.515432,39.915958,cluster22
3563,3563,116.45633,40.01159,cluster26
3568,3568,116.32772,39.97238,cluster18
3583,3583,116.343993,39.888233,cluster23
3584,3584,116.45667,39.99934,cluster21
3587,3587,116.453466,39.999616,cluster21
3588,3588,116.45351,39.94757,cluster4
3600,3600,116.34749,39.89659,cluster25
3604,3604,116.610857,40.049837,cluster34
3605,3605,116.42977,39.98228,cluster3
3609,3609,116.44125,39.95491,cluster4
3610,3610,116.32762,39.97228,cluster18
3612,3612,116.3266,39.992133,cluster29
3614,3614,116.421666,39.903466,cluster17
3615,3615,116.415474,39.901474,cluster17
3617,3617,116.349899,39.945034,cluster15
3623,3623,116.4215,39.90345,cluster17
3625,3625,116.367783,39.86396,cluster13
3630,3630,116.45352,39.94737,cluster4
3633,3633,116.42947,39.93229,cluster4
3634,3634,116.42484,39.9868,cluster3
3637,3637,116.42998,39.89225,cluster17
3639,3639,116.355916,39.982216,cluster1
3640,3640,116.442416,39.960116,cluster4
3646,3646,116.350203,39.910937,cluster12
3647,3647,116.44754,39.94733,cluster4
3649,3649,116.446091,39.957233,cluster4
3658,3658,116.424568,39.892075,cluster17
3659,3659,116.47194,39.92602,cluster0
3664,3664,116.372423,39.866137,cluster13
3667,3667,116.35013,39.90351,cluster25
3668,3668,116.311432,39.879047,cluster2
3672,3672,116.314983,39.885933,cluster2
3673,3673,116.328616,39.889466,cluster27
3675,3675,116.34698,39.92278,cluster12
3703,3703,116.45561,39.90628,cluster8
3704,3704,116.43045,39.89237,cluster17
3709,3709,116.34661,39.93914,cluster15
3717,3717,116.451,39.991267,cluster21
3720,3720,116.46151,39.99587,cluster21
3725,3725,116.36281,39.98056,cluster1
3728,3728,116.418522,39.96747,cluster10
3729,3729,116.42082,39.90385,cluster17
3732,3732,116.34738,39.93875,cluster15
3738,3738,116.28822,39.86375,cluster24
3740,3740,116.46137,39.9282,cluster0
3744,3744,116.34957,39.92699,cluster32
3748,3748,116.3163,39.89512,cluster2
3751,3751,116.350235,39.915199,cluster12
3757,3757,116.513887,39.91568,cluster22
3761,3761,116.46113,39.92137,cluster0
3764,3764,116.35126,39.98028,cluster1
3767,3767,116.40856,39.89575,cluster17
3768,3768,116.34285,39.93561,cluster15
3769,3769,116.37951,39.95002,cluster16
3770,3770,116.284752,39.864502,cluster24
3773,3773,116.455672,39.950882,cluster4
3774,3774,116.417831,39.993095,cluster3
3775,3775,116.3695,39.8632,cluster13
3778,3778,116.421303,39.903481,cluster17
3780,3780,116.42255,39.90802,cluster17
3788,3788,116.429855,39.932453,cluster4
3792,3792,116.35445,39.897866,cluster25
3794,3794,116.390135,39.855465,cluster13
3798,3798,116.315178,39.897499,cluster2
3799,3799,116.47853,39.99029,cluster28
3800,3800,116.433508,39.954552,cluster4
3801,3801,116.344376,39.875099,cluster9
3802,3802,116.313866,39.891383,cluster2
3804,3804,116.345451,39.939041,cluster15
3806,3806,116.40815,39.917316,cluster7
3808,3808,116.41775,39.987566,cluster3
3811,3811,116.391733,39.950083,cluster16
3820,3820,116.46182,39.99333,cluster21
3825,3825,116.34718,39.882448,cluster23
3827,3827,116.33774,39.99182,cluster29
3828,3828,116.45811,39.98789,cluster21
3833,3833,116.459516,39.97625,cluster6
3834,3834,116.47161,39.907347,cluster14
3838,3838,116.42279,39.97148,cluster10
3840,3840,116.47241,39.98927,cluster33
3842,3842,116.41182,39.90843,cluster7
3847,3847,116.45581,39.93238,cluster0
3848,3848,116.45045,39.96496,cluster4
3851,3851,116.36148,39.87606,cluster20
3859,3859,116.44378,39.92562,cluster19
3866,3866,116.46667,39.98839,cluster33
3869,3869,116.38368,39.88696,cluster11
3878,3878,116.34705,39.887407,cluster23
3882,3882,116.423783,39.889016,cluster17
3884,3884,116.466816,39.982216,cluster6
3888,3888,116.383804,39.88234,cluster11
3891,3891,116.36239,39.86917,cluster13
3909,3909,116.351775,39.939062,cluster15
3910,3910,116.4673,39.99238,cluster21
3912,3912,116.438271,39.956673,cluster4
3913,3913,116.307625,39.895958,cluster2
3916,3916,116.348656,39.912628,cluster12
3943,3943,116.44648,39.95129,cluster4
3945,3945,116.36524,39.86601,cluster13
3946,3946,116.37181,39.86312,cluster13
3949,3949,116.474932,39.910537,cluster14
3950,3950,116.375832,39.967239,cluster5
3951,3951,116.439962,39.95546,cluster4
3954,3954,116.4245,39.9881,cluster3
3964,3964,116.35027,39.91151,cluster12
3966,3966,116.418884,39.987808,cluster3
3969,3969,116.38105,39.862679,cluster13
3971,3971,116.317415,39.895955,cluster2
3978,3978,116.320534,39.883087,cluster2
3979,3979,116.32861,39.97929,cluster18
3980,3980,116.41196,39.96481,cluster10
3983,3983,116.38009,39.85544,cluster13
3990,3990,116.461773,39.989413,cluster21
3992,3992,116.32801,39.88877,cluster27
3993,3993,116.381119,39.882099,cluster11
3996,3996,116.41175,39.91172,cluster7
3997,3997,116.44101,39.93994,cluster4
3998,3998,116.34413,39.89049,cluster23
4001,4001,116.45507,39.92744,cluster0
4002,4002,116.384235,39.882055,cluster11
4004,4004,116.4141,39.99284,cluster3
4005,4005,116.3196,39.89168,cluster2
4007,4007,116.33996,39.87612,cluster9
4008,4008,116.421532,39.903462,cluster17
4010,4010,116.34702,39.9229,cluster12
4014,4014,116.36786,39.86986,cluster13
4015,4015,116.41938,39.94343,cluster4
4019,4019,116.45835,39.94905,cluster4
4021,4021,116.45643,39.90579,cluster8
4027,4027,116.363633,39.977983,cluster1
4031,4031,116.46571,39.90734,cluster14
4033,4033,116.460216,39.949383,cluster4
4035,4035,116.354042,39.975327,cluster1
4039,4039,116.364215,39.865483,cluster13
4040,4040,116.327933,39.995016,cluster29
4041,4041,116.438245,39.944957,cluster4
4049,4049,116.28811,39.86526,cluster24
4051,4051,116.47647,39.99089,cluster28
4052,4052,116.47245,39.987885,cluster33
4058,4058,116.36535,39.86603,cluster13
4060,4060,116.41209,39.90026,cluster17
4062,4062,116.2342,39.902616,cluster30
4064,4064,116.38169,39.86793,cluster13
4065,4065,116.433433,39.957183,cluster4
4066,4066,116.41166,39.91251,cluster7
4068,4068,116.424698,39.979939,cluster3
4070,4070,116.3229,39.900766,cluster2
4071,4071,116.37223,39.8609,cluster13
4074,4074,116.42813,39.98218,cluster3
4075,4075,116.31615,39.89511,cluster2
4078,4078,116.234022,39.899398,cluster30
4080,4080,116.383774,39.886547,cluster11
4088,4088,116.462335,39.921983,cluster0
4090,4090,116.379402,39.86409,cluster13
4091,4091,116.465655,39.929305,cluster0
4098,4098,116.466812,39.993385,cluster21
4099,4099,116.37345,39.96465,cluster5
4100,4100,116.42173,39.958103,cluster4
4106,4106,116.359416,39.98015,cluster1
4108,4108,116.315,39.882633,cluster2
4118,4118,116.457619,40.007237,cluster26
4120,4120,116.354566,39.9169,cluster12
4121,4121,116.310432,39.885632,cluster2
4127,4127,116.35539,39.9224,cluster12
4141,4141,116.33138,39.88874,cluster27
4146,4146,116.43623,39.95868,cluster4
4147,4147,116.46935,40.00041,cluster21
4152,4152,116.458205,39.907342,cluster8
4158,4158,116.40698,39.96788,cluster10
4159,4159,116.352666,39.980283,cluster1
4161,4161,116.463216,39.943266,cluster4
4162,4162,116.28436,39.86482,cluster24
4164,4164,116.37453,39.96725,cluster5
4165,4165,116.44429,39.96487,cluster4
4167,4167,116.455516,39.99955,cluster21
4169,4169,116.343332,39.899505,cluster25
4171,4171,116.4216,39.903385,cluster17
4172,4172,116.38606,39.86019,cluster13
4173,4173,116.47959,39.90709,cluster14
4176,4176,116.38145,39.86948,cluster13
4177,4177,116.444153,39.92107,cluster19
4184,4184,116.48348,39.98647,cluster28
4186,4186,116.44648,39.96746,cluster4
4187,4187,116.347255,39.887557,cluster23
4188,4188,116.36984,39.96647,cluster5
4189,4189,116.3152,39.90256,cluster2
4190,4190,116.347,39.88875,cluster23
4192,4192,116.35303,39.98027,cluster1
4195,4195,116.3217,39.88315,cluster2
4198,4198,116.37855,39.8854,cluster11
4201,4201,116.441268,39.961943,cluster4
4202,4202,116.37354,39.86625,cluster13
4204,4204,116.439416,39.925616,cluster19
4205,4205,116.437765,39.947112,cluster4
4206,4206,116.32368,39.89919,cluster2
4212,4212,116.46295,39.99642,cluster21
4219,4219,116.421672,39.90341,cluster17
4221,4221,116.390869,39.871235,cluster13
4225,4225,116.34412,39.8763,cluster9
4227,4227,116.43783,39.9497,cluster4
4231,4231,116.373116,39.957916,cluster16
4234,4234,116.362129,39.980541,cluster1
4235,4235,116.42796,39.94663,cluster4
4237,4237,116.33421,39.99126,cluster29
4240,4240,116.422375,39.903558,cluster17
4241,4241,116.45065,39.954516,cluster4
4243,4243,116.405916,39.967666,cluster10
4244,4244,116.40615,39.91742,cluster7
4248,4248,116.38172,39.86472,cluster13
4257,4257,116.46634,39.99362,cluster21
4261,4261,116.4491,39.958866,cluster4
4262,4262,116.4606,39.9036,cluster8
4267,4267,116.46215,39.95039,cluster4
4273,4273,116.362419,39.985741,cluster1
4275,4275,116.3655,39.96683,cluster5
4278,4278,116.457512,39.944252,cluster4
4279,4279,116.45676,39.989183,cluster21
4282,4282,116.336238,39.991657,cluster29
4285,4285,116.386318,39.888648,cluster11
4293,4293,116.43363,39.95234,cluster4
4294,4294,116.36832,39.8822,cluster20
4296,4296,116.451208,39.990997,cluster21
4302,4302,116.43758,39.92827,cluster19
4305,4305,116.45198,39.9682,cluster4
4309,4309,116.609055,40.052876,cluster34
4316,4316,116.4611,39.92815,cluster0
4319,4319,116.36891,39.88181,cluster20
4324,4324,116.455788,39.904095,cluster8
4325,4325,116.45467,39.90546,cluster8
4333,4333,116.41775,39.98812,cluster3
4335,4335,116.37331,39.95638,cluster16
4339,4339,116.35236,39.88824,cluster23
4345,4345,116.37085,39.93143,cluster31
4346,4346,116.38114,39.859368,cluster13
4348,4348,116.387852,39.859097,cluster13
4350,4350,116.3833,39.86385,cluster13
4355,4355,116.38793,39.88492,cluster11
4358,4358,116.323138,39.892343,cluster2
4360,4360,116.42784,39.94001,cluster4
4363,4363,116.409302,39.914146,cluster7
4364,4364,116.414177,39.992792,cluster3
4366,4366,116.45991,39.99591,cluster21
4371,4371,116.36322,39.986824,cluster1
4373,4373,116.4357,39.95835,cluster4
4376,4376,116.387636,39.946421,cluster16
4381,4381,116.386955,39.967331,cluster10
4382,4382,116.316073,39.895163,cluster2
4385,4385,116.347954,39.887901,cluster23
4393,4393,116.339537,39.975137,cluster1
4396,4396,116.51687,39.91604,cluster22
4397,4397,116.46964,39.97757,cluster6
4400,4400,116.455315,39.950142,cluster4
4401,4401,116.380935,39.869662,cluster13
4403,4403,116.34317,39.906,cluster12
4404,4404,116.45055,39.950566,cluster4
4408,4408,116.418783,39.966945,cluster10
4409,4409,116.38765,39.94475,cluster16
4411,4411,116.304627,39.88332,cluster2
4412,4412,116.436516,39.97115,cluster4
4418,4418,116.45382,39.93066,cluster0
4425,4425,116.412516,39.895766,cluster17
4426,4426,116.3844,39.870866,cluster13
4432,4432,116.352707,39.876629,cluster9
4439,4439,116.45441,40.00717,cluster26
4440,4440,116.357933,39.936466,cluster15
4441,4441,116.4749,39.9269,cluster0
4446,4446,116.455788,39.988215,cluster21
4448,4448,116.431966,39.94225,cluster4
4451,4451,116.40107,39.971039,cluster10
4454,4454,116.37602,39.93163,cluster31
4457,4457,116.357452,39.91716,cluster12
4463,4463,116.313187,39.88697,cluster2
4465,4465,116.47149,39.90548,cluster14
4467,4467,116.4461,39.95152,cluster4
4468,4468,116.36299,39.98051,cluster1
4471,4471,116.345268,39.899777,cluster25
4475,4475,116.346832,39.892338,cluster23
4476,4476,116.349922,39.888279,cluster23
4478,4478,116.307663,39.884777,cluster2
4479,4479,116.45786,39.99584,cluster21
4480,4480,116.369283,39.862933,cluster13
4481,4481,116.380975,39.863757,cluster13
4483,4483,116.431883,39.93965,cluster4
4487,4487,116.61101,40.04997,cluster34
4488,4488,116.46438,39.97648,cluster6
4494,4494,116.310303,39.886398,cluster2
4496,4496,116.34481,39.87045,cluster9
4502,4502,116.346413,39.888363,cluster23
4503,4503,116.354572,39.942588,cluster15
4504,4504,116.38567,39.87926,cluster11
4508,4508,116.42485,39.89333,cluster17
4512,4512,116.4615,39.998766,cluster21
4516,4516,116.311217,39.88325,cluster2
4518,4518,116.377533,39.858215,cluster13
4521,4521,116.323045,39.88315,cluster2
4523,4523,116.4217,39.89603,cluster17
4526,4526,116.30455,39.88923,cluster2
4528,4528,116.439766,39.921866,cluster19
4529,4529,116.432216,39.940766,cluster4
4531,4531,116.418545,39.982095,cluster3
4532,4532,116.427923,39.930385,cluster4
4533,4533,116.368333,39.868516,cluster13
4540,4540,116.4441,39.92148,cluster19
4542,4542,116.47596,39.98836,cluster33
4546,4546,116.22959,39.89949,cluster30
4547,4547,116.37433,39.93227,cluster31
4548,4548,116.378232,39.881825,cluster11
4555,4555,116.385885,39.862262,cluster13
4556,4556,116.4203,39.93501,cluster4
4559,4559,116.374002,39.952093,cluster16
4562,4562,116.43762,39.93493,cluster4
4563,4563,116.442192,39.954083,cluster4
4566,4566,116.35945,39.98022,cluster1
4567,4567,116.36541,39.98217,cluster1
4580,4580,116.37365,39.964333,cluster5
4586,4586,116.34974,39.89695,cluster25
4587,4587,116.3735,39.865677,cluster13
4588,4588,116.316066,39.895016,cluster2
4594,4594,116.38877,39.87944,cluster11
4595,4595,116.368233,39.863216,cluster13
4600,4600,116.472415,39.999277,cluster21
4605,4605,116.37664,39.86768,cluster13
4607,4607,116.380566,39.8564,cluster13
4608,4608,116.35922,39.8669,cluster13
4609,4609,116.3495,39.916966,cluster12
4611,4611,116.33524,39.991757,cluster29
4615,4615,116.3163,39.89505,cluster2
4617,4617,116.43313,39.94589,cluster4
4621,4621,116.365098,39.954493,cluster16
4626,4626,116.31031,39.88638,cluster2
4630,4630,116.33936,39.97599,cluster1
4632,4632,116.414878,39.892751,cluster17
4640,4640,116.6109,40.050066,cluster34
4645,4645,116.382816,39.86225,cluster13
4648,4648,116.3186,39.89552,cluster2
4650,4650,116.34789,39.97997,cluster1
4651,4651,116.382149,39.950096,cluster16
4652,4652,116.367166,39.864216,cluster13
4653,4653,116.45955,40.003516,cluster26
4661,4661,116.351033,39.922313,cluster12
4662,4662,116.463416,39.907216,cluster14
4667,4667,116.315115,39.889663,cluster2
4668,4668,116.373713,39.947018,cluster16
4670,4670,116.43758,39.96316,cluster4
4672,4672,116.45127,39.99606,cluster21
4673,4673,116.41529,39.98586,cluster3
4676,4676,116.465897,39.97477,cluster6
4688,4688,116.46106,39.93062,cluster0
4690,4690,116.4566,40.01194,cluster26
4694,4694,116.288139,39.864525,cluster24
4703,4703,116.34066,39.873489,cluster9
4708,4708,116.326851,39.979717,cluster18
4709,4709,116.443368,39.958703,cluster4
4716,4716,116.349516,39.9287,cluster32
4719,4719,116.421677,39.903435,cluster17
4722,4722,116.347535,39.978992,cluster1
4723,4723,116.43969,39.95532,cluster4
4725,4725,116.461633,39.9893,cluster21
4727,4727,116.4352,39.92185,cluster19
4728,4728,116.32772,39.97157,cluster18
4736,4736,116.360825,39.966194,cluster5
4740,4740,116.39272,39.88478,cluster11
4745,4745,116.36987,39.94972,cluster16
4756,4756,116.351616,39.87955,cluster9
4757,4757,116.41105,39.993,cluster3
4758,4758,116.462412,39.946952,cluster4
4760,4760,116.4626,39.94634,cluster4
4764,4764,116.34222,39.88613,cluster23
4768,4768,116.363293,39.86867,cluster13
4770,4770,116.43357,39.95808,cluster4
4773,4773,116.433428,39.957852,cluster4
4776,4776,116.46172,39.99331,cluster21
4779,4779,116.419566,39.9434,cluster4
4781,4781,116.3328,39.969237,cluster18
4786,4786,116.43965,39.950883,cluster4
4789,4789,116.4179,39.98409,cluster3
4790,4790,116.35067,39.91724,cluster12
4792,4792,116.41446,39.99263,cluster3
4794,4794,116.48285,39.987183,cluster28
4798,4798,116.351761,39.939243,cluster15
4800,4800,116.38928,39.94988,cluster16
4801,4801,116.410167,39.914332,cluster7
4802,4802,116.34238,39.97507,cluster1
4804,4804,116.42087,39.90801,cluster17
4805,4805,116.45102,39.987677,cluster21
4807,4807,116.42181,39.90348,cluster17
4812,4812,116.461366,40.014533,cluster26
4817,4817,116.45144,39.9946,cluster21
4818,4818,116.345803,39.940432,cluster15
4822,4822,116.3866,39.8559,cluster13
4826,4826,116.455316,39.946966,cluster4
4827,4827,116.44222,39.95394,cluster4
4831,4831,116.35855,39.9666,cluster5
4834,4834,116.37379,39.94643,cluster16
4835,4835,116.34685,39.89585,cluster25
4837,4837,116.42994,39.9822,cluster3
4838,4838,116.366416,39.939566,cluster35
4840,4840,116.4022,39.96561,cluster10
4842,4842,116.423515,39.987965,cluster3
4846,4846,116.517616,39.9227,cluster22
4854,4854,116.3882,39.96615,cluster10
4857,4857,116.34828,39.97195,cluster1
4860,4860,116.456818,39.951256,cluster4
4868,4868,116.467442,39.994063,cluster21
4874,4874,116.47425,39.9858,cluster33
4875,4875,116.51182,39.92009,cluster22
4877,4877,116.4099,39.91414,cluster7
4879,4879,116.45469,39.95146,cluster4
4881,4881,116.41168,39.91285,cluster7
4884,4884,116.351538,39.900077,cluster25
4885,4885,116.366466,39.9381,cluster35
4886,4886,116.468704,39.912293,cluster14
4894,4894,116.451483,39.995566,cluster21
4896,4896,116.411614,39.91547,cluster7
4902,4902,116.456566,40.00245,cluster21
4904,4904,116.32724,39.97523,cluster18
4907,4907,116.451716,39.968366,cluster4
4915,4915,116.4334,39.965933,cluster4
4918,4918,116.418593,39.971143,cluster10
4921,4921,116.34434,39.87408,cluster9
4925,4925,116.31137,39.88142,cluster2
4926,4926,116.35924,39.98621,cluster1
4931,4931,116.35305,39.93923,cluster15
4939,4939,116.460865,39.928972,cluster0
4941,4941,116.310272,39.886528,cluster2
4946,4946,116.347116,39.90595,cluster12
4965,4965,116.346787,39.895844,cluster25
4968,4968,116.46374,39.99112,cluster21
4969,4969,116.343445,39.944878,cluster15
4970,4970,116.41244,39.968078,cluster10
4972,4972,116.40952,39.99155,cluster3
4975,4975,116.42899,39.9234,cluster19
4978,4978,116.307316,39.8864,cluster2
4980,4980,116.36075,39.966666,cluster5
4983,4983,116.334093,39.888943,cluster27
4986,4986,116.426123,39.952663,cluster4
4987,4987,116.43369,39.9508,cluster4
4988,4988,116.462633,39.945352,cluster4
4993,4993,116.384558,39.947752,cluster16
4994,4994,116.441883,39.94785,cluster4
4999,4999,116.37461,39.86344,cluster13
5002,5002,116.51178,39.91959,cluster22
5005,5005,116.44722,39.90434,cluster8
5006,5006,116.35017,39.91133,cluster12
5007,5007,116.453338,39.99582,cluster21
5011,5011,116.4268,39.94917,cluster4
5013,5013,116.36674,39.93349,cluster31
5016,5016,116.36512,39.95179,cluster16
5017,5017,116.42134,39.89769,cluster17
5020,5020,116.4298,39.939866,cluster4
5024,5024,116.347433,39.880433,cluster9
5025,5025,116.347273,39.87139,cluster9
5027,5027,116.326538,39.992859,cluster29
5029,5029,116.4715,39.91443,cluster14
5031,5031,116.424338,39.967928,cluster10
5038,5038,116.46366,40.00747,cluster26
5049,5049,116.34668,39.89659,cluster25
5050,5050,116.3544,39.90131,cluster25
5051,5051,116.480687,39.988523,cluster28
5064,5064,116.46189,39.99459,cluster21
5067,5067,116.373652,39.933083,cluster31
5070,5070,116.45607,40.01197,cluster26
5072,5072,116.38066,39.95225,cluster16
5076,5076,116.36795,39.880666,cluster20
5082,5082,116.40227,39.96726,cluster10
5085,5085,116.433647,39.934492,cluster4
5090,5090,116.42767,39.96799,cluster10
5091,5091,116.462405,39.947205,cluster4
5093,5093,116.33811,39.97497,cluster1
5094,5094,116.41731,39.98728,cluster3
5097,5097,116.46364,39.9068,cluster14
5103,5103,116.347516,39.8789,cluster9
5106,5106,116.317833,39.898941,cluster2
5110,5110,116.47226,39.93152,cluster0
5113,5113,116.44359,39.959153,cluster4
5114,5114,116.36168,39.93928,cluster35
5116,5116,116.45185,39.968266,cluster4
5120,5120,116.34765,39.876916,cluster9
5135,5135,116.417816,39.9932,cluster3
5136,5136,116.372916,39.970916,cluster5
5139,5139,116.339539,39.975212,cluster1
5140,5140,116.387983,39.855466,cluster13
5141,5141,116.36933,39.86323,cluster13
5146,5146,116.44249,39.92186,cluster19
5149,5149,116.384766,39.879,cluster11
5151,5151,116.39225,39.95013,cluster16
5155,5155,116.41325,39.899466,cluster17
5158,5158,116.45585,39.92882,cluster0
5162,5162,116.464183,39.976566,cluster6
5164,5164,116.41774,39.98911,cluster3
5165,5165,116.46531,39.90726,cluster14
5167,5167,116.42697,39.93253,cluster4
5168,5168,116.444366,39.969366,cluster4
5169,5169,116.347153,39.916004,cluster12
5170,5170,116.387833,39.871033,cluster13
5177,5177,116.44957,39.946209,cluster4
5179,5179,116.464134,39.907147,cluster14
5180,5180,116.3113,39.881766,cluster2
5185,5185,116.36349,39.97756,cluster1
5188,5188,116.304765,39.877595,cluster2
5189,5189,116.395416,39.967598,cluster10
5192,5192,116.381918,39.966103,cluster5
5193,5193,116.346657,39.911842,cluster12
5195,5195,116.32928,39.9752,cluster18
5198,5198,116.421633,39.903482,cluster17
5201,5201,116.38745,39.95027,cluster16
5203,5203,116.41554,39.968027,cluster10
5204,5204,116.50766,39.92473,cluster22
5207,5207,116.43845,39.94528,cluster4
5208,5208,116.431266,39.953183,cluster4
5215,5215,116.36455,39.86855,cluster13
5217,5217,116.42055,39.9039,cluster17
5223,5223,116.40623,39.899568,cluster17
5224,5224,116.42817,39.95826,cluster4
5228,5228,116.41063,39.99083,cluster3
5231,5231,116.3573,39.98043,cluster1
5232,5232,116.38896,39.88388,cluster11
5241,5241,116.319557,39.89563,cluster2
5242,5242,116.354808,39.887927,cluster23
5245,5245,116.36985,39.95656,cluster16
5247,5247,116.31442,39.89606,cluster2
5250,5250,116.351013,39.917858,cluster12
5260,5260,116.374183,39.969066,cluster5
5269,5269,116.413383,39.967683,cluster10
5274,5274,116.36751,39.87446,cluster20
5282,5282,116.388315,39.969435,cluster10
5284,5284,116.45459,40.007065,cluster26
5289,5289,116.4452,39.96572,cluster4
5291,5291,116.426733,39.920666,cluster19
5294,5294,116.4293,39.90448,cluster17
5306,5306,116.43242,39.98227,cluster3
5307,5307,116.34641,39.91704,cluster12
5311,5311,116.47903,39.9897,cluster28
5312,5312,116.31383,39.89498,cluster2
5315,5315,116.35319,39.94316,cluster15
5318,5318,116.430416,39.961866,cluster4
5320,5320,116.48128,39.98969,cluster28
5325,5325,116.38882,39.85554,cluster13
5326,5326,116.34516,39.94189,cluster15
5328,5328,116.43017,39.9385,cluster4
5330,5330,116.43802,39.94556,cluster4
5333,5333,116.30354,39.88337,cluster2
5334,5334,116.378483,39.950216,cluster16
5336,5336,116.44455,39.94849,cluster4
5338,5338,116.38197,39.87786,cluster11
5339,5339,116.42137,39.90348,cluster17
5340,5340,116.4238,39.935116,cluster4
5345,5345,116.353951,39.93919,cluster15
5350,5350,116.420282,39.939613,cluster4
5357,5357,116.46912,39.98511,cluster33
5358,5358,116.373128,39.960177,cluster16
5359,5359,116.36895,39.8773,cluster20
5360,5360,116.383467,39.952312,cluster16
5362,5362,116.40699,39.963557,cluster10
5363,5363,116.40499,39.916845,cluster7
5364,5364,116.3156,39.88817,cluster2
5367,5367,116.436466,39.972766,cluster4
5371,5371,116.347267,39.926617,cluster32
5372,5372,116.404213,39.96769,cluster10
5373,5373,116.44368,39.95498,cluster4
5375,5375,116.4013,39.962883,cluster10
5376,5376,116.433692,39.934537,cluster4
5377,5377,116.456593,39.99512,cluster21
5378,5378,116.51202,39.92201,cluster22
5380,5380,116.41243,39.99352,cluster3
5381,5381,116.467216,39.90795,cluster14
5389,5389,116.44402,39.9681,cluster4
5390,5390,116.404762,39.967838,cluster10
5393,5393,116.431488,39.961266,cluster4
5401,5401,116.381033,39.855866,cluster13
5405,5405,116.45676,39.98995,cluster21
5407,5407,116.444228,39.923325,cluster19
5409,5409,116.51344,39.92224,cluster22
5410,5410,116.381985,39.85948,cluster13
5411,5411,116.366605,39.933797,cluster31
5418,5418,116.513415,39.922232,cluster22
5419,5419,116.364883,39.966831,cluster5
5420,5420,116.35277,39.87657,cluster9
5426,5426,116.38059,39.854475,cluster13
5428,5428,116.37333,39.95678,cluster16
5433,5433,116.369547,39.858808,cluster13
5435,5435,116.46124,39.97841,cluster6
5441,5441,116.512489,39.92202,cluster22
5444,5444,116.472397,39.99543,cluster21
5447,5447,116.46085,39.92738,cluster0
5448,5448,116.410835,39.985945,cluster3
5455,5455,116.358962,39.939222,cluster35
5456,5456,116.433416,39.958733,cluster4
5472,5472,116.42691,39.9413,cluster4
5473,5473,116.342007,39.974975,cluster1
5483,5483,116.456783,39.927366,cluster0
5484,5484,116.427963,39.945545,cluster4
5489,5489,116.371101,39.859135,cluster13
5491,5491,116.280914,39.867024,cluster24
5492,5492,116.34748,39.88196,cluster23
5498,5498,116.34973,39.94071,cluster15
5500,5500,116.445412,39.96086,cluster4
5502,5502,116.464318,39.928973,cluster0
5506,5506,116.357466,39.98045,cluster1
5508,5508,116.41153,39.91581,cluster7
5511,5511,116.45629,39.98837,cluster21
5517,5517,116.314735,39.890114,cluster2
5518,5518,116.410217,39.986954,cluster3
5519,5519,116.46693,40.00013,cluster21
5527,5527,116.4251,39.98214,cluster3
5528,5528,116.313677,39.895147,cluster2
5529,5529,116.331798,39.97494,cluster18
5534,5534,116.387467,39.949035,cluster16
5537,5537,116.351585,39.912506,cluster12
5541,5541,116.382835,39.867905,cluster13
5542,5542,116.35066,39.91212,cluster12
5544,5544,116.611355,40.049363,cluster34
5545,5545,116.417748,39.993458,cluster3
5546,5546,116.34736,39.91251,cluster12
5547,5547,116.410483,39.993873,cluster3
5548,5548,116.34885,39.940616,cluster15
5549,5549,116.41793,39.99134,cluster3
5556,5556,116.462083,40.000383,cluster21
5561,5561,116.43527,39.96509,cluster4
5562,5562,116.40465,39.97405,cluster10
5575,5575,116.460183,39.980183,cluster6
5581,5581,116.47602,39.98712,cluster33
5583,5583,116.40534,39.91424,cluster7
5588,5588,116.424948,39.93971,cluster4
5593,5593,116.34976,39.87657,cluster9
5598,5598,116.280165,39.864463,cluster24
5599,5599,116.444824,39.965382,cluster4
5600,5600,116.31501,39.88747,cluster2
5603,5603,116.369916,39.882,cluster20
5604,5604,116.41241,39.89849,cluster17
5606,5606,116.45657,39.99351,cluster21
5608,5608,116.34386,39.88369,cluster23
5609,5609,116.354016,39.897866,cluster25
5612,5612,116.34574,39.94084,cluster15
5615,5615,116.363846,39.966869,cluster5
5618,5618,116.46265,39.94541,cluster4
