O_LON,O_LAT
116.298302,39.936138
116.33447,39.98578
116.678367,39.936385
116.46724,39.96701
116.448853,39.925701
116.29777,39.92251
116.43535,40.049783
116.32567,39.96637
116.313583,39.895432
116.5883,39.90855
116.138713,39.721948
116.379866,39.9672
116.50599,39.87025
116.41481,39.87297
116.203194,39.82024
116.492566,39.9082
116.421,39.90615
116.53369,40.07996
116.32028,39.90975
116.45752,39.995758
116.356949,39.888115
116.36818,39.90312
116.310135,40.034432
116.411377,40.025421
116.347321,39.850437
116.149616,39.932183
116.340783,39.847016
116.380616,39.85295
116.43352,39.98258
116.43001,39.93938
116.32573,39.95069
116.252662,39.945465
116.43668,39.97314
116.46949,40.022942
116.29154,39.888387
116.33139,39.8917
116.259087,39.898987
116.51958,39.92249
116.785614,39.770889
116.372416,39.986283
116.67894,39.92903
116.320587,39.984757
116.396019,39.961914
116.184227,39.949692
116.400033,39.922633
116.36967,39.86369
116.368966,39.9314
116.311333,39.975533
116.445225,39.965875
116.35758,39.99995
116.363887,39.96477
116.48308,39.99154
116.4616,39.99688
116.46074,40.01696
116.35064,39.79144
116.34872,39.9389
116.41962,39.9353
116.43821,39.94481
116.338953,39.888092
116.29879,40.03368
116.59135,39.91103
116.37309,39.93883
116.30474,39.91064
116.251762,39.888298
116.36625,39.94971
116.43224,40.07513
116.364266,40.0082
116.407738,39.913288
116.422104,39.843643
116.31304,39.89625
116.36778,39.86398
116.414605,39.900483
116.467,39.997416
116.334512,39.896448
116.455583,39.89435
116.31862,39.98311
116.43123,39.939978
116.420708,39.8993
116.448502,39.564636
116.479766,39.852766
116.33612,39.93684
116.48368,39.96726
116.654548,40.136602
116.3682,39.87656
116.421661,39.997284
116.417455,39.831248
116.37944,39.96153
116.45675,39.9782
116.44681,39.96713
116.348533,39.9753
116.36383,39.9663
116.43394,39.88613
116.230016,39.89935
116.341301,40.013821
116.4374,39.9715
116.46324,39.88741
116.402275,40.045492
116.50745,39.93045
116.30748,39.85679
116.280693,39.838043
116.29168,39.87833
116.339958,39.935894
116.2891,39.88911
116.36226,39.96626
116.29515,39.92446
116.46882,40.01032
116.258614,39.87928
116.23178,39.83772
116.33289,39.891225
116.298337,39.9936
116.399,39.98907
116.49441,39.86009
116.287952,39.8613
116.354503,40.032147
116.4284,39.926316
116.331894,40.029564
116.42469,39.86933
116.35874,39.994733
116.39668,39.91471
116.47161,39.90515
116.292608,39.922485
116.480522,39.866443
116.374352,39.975346
116.49104,40.02197
116.364002,39.966262
116.179966,39.913083
116.18827,39.90605
116.39724,39.86394
116.48466,39.90894
116.42269,39.97151
116.473618,39.825573
116.4063,39.85585
116.31025,39.88612
116.340266,40.030766
116.743262,39.853133
116.33032,39.97525
116.39761,39.8715
116.43487,39.93236
116.35855,39.992266
116.499333,39.856466
116.43673,39.9035
116.322908,39.902627
116.55525,39.89811
116.44002,39.92279
116.31358,39.89498
116.40588,40.18176
116.40126,39.9821
116.43957,39.9551
116.419022,39.948002
116.39414,39.85463
116.39547,39.98864
116.44265,39.963416
116.147148,39.93475
116.342783,39.904083
116.50773,39.76442
116.311592,39.856152
116.405917,40.03617
116.429848,40.011452
116.2961,39.98325
116.375382,39.912376
116.306763,39.840103
116.329592,39.816308
116.42703,39.94056
116.34651,39.99213
116.40816,39.85241
116.371716,39.970233
116.579402,40.059892
116.466141,39.869568
116.3881,39.86261
116.370828,40.000315
116.47137,39.88764
116.387698,39.92198
116.428005,39.93068
116.296028,39.922527
116.30187,39.9592
116.1007,39.905354
116.294333,39.9151
116.352575,39.95096
116.35157,39.992058
116.35023,39.9802
116.3477,39.87326
116.35758,39.88354
116.532632,39.96456
116.483698,39.96978
116.31674,39.8951
116.340279,39.921082
116.54443,39.94931
116.38596,39.86989
116.29961,40.08297
116.51379,39.91568
116.498436,39.894081
116.374352,39.9706
116.4688,39.98488
116.332405,39.886776
116.20856,39.9061
116.467733,39.989066
116.49696,39.97487
116.357155,39.906773
116.39225,39.960743
116.373077,39.993027
116.45268,39.99163
116.286192,39.831617
116.430847,39.982125
116.249779,39.888287
116.45097,39.98801
116.452898,39.966585
116.49123,39.78995
116.454125,39.947763
116.353332,39.887923
116.29305,39.88991
116.34733,39.91611
116.34963,39.93946
116.63737,39.88455
116.467362,39.895823
116.457328,39.984705
116.321533,39.991316
116.42125,39.96832
116.38383,39.86225
116.436045,39.89526
116.431,39.984892
116.25856,39.89019
116.466433,39.932866
116.412866,39.889316
116.41777,40.04002
116.42879,40.11703
116.40267,40.07612
116.35485,39.9616
116.313736,39.88744
116.46611,39.86935
116.39592,39.963711
116.365953,39.946477
116.401245,40.004135
116.43911,39.94961
116.46137,39.88763
116.47136,39.89605
116.395035,39.863873
116.150185,39.931461
116.45147,39.99989
116.30042,39.97183
116.412827,39.960713
116.302933,39.836133
116.29504,39.94402
116.347022,39.922807
116.451412,39.915483
116.267662,39.892357
116.2989,39.938083
116.31606,39.96281
116.523673,39.851973
116.65581,40.11569
116.31084,39.88271
116.343166,39.9314
116.246544,39.928326
116.50176,39.95623
116.351067,39.897839
116.40754,40.07279
116.62865,39.92596
116.28479,39.92281
116.250816,40.0458
116.516472,39.891796
116.375177,39.97609
116.462792,39.943093
116.3498,39.94014
116.550307,40.063958
116.430115,39.938271
116.294466,39.977766
116.4628,39.984948
116.301603,39.92279
116.294123,39.859055
116.294296,39.915375
116.55819,39.90861
116.462916,40.007383
116.48354,39.913
116.268417,39.93713
116.335955,39.875912
116.336388,39.89587
116.54717,40.1543
116.555168,40.061877
116.4562,39.912133
116.40404,40.04539
116.45126,39.994658
116.418503,39.973155
116.1012,39.8862
116.3472,39.99014
116.418966,39.803516
116.391822,40.02105
116.4005,39.900366
116.17549,40.04384
116.56583,39.95643
116.364988,39.842797
116.358718,39.835112
116.320351,39.882721
116.3557,39.98039
116.30349,39.98509
116.300302,39.941147
116.31492,39.88845
116.42078,39.90742
116.280548,39.838326
116.248047,39.888256
116.50959,39.927
116.444683,39.8676
116.467932,39.943903
116.451366,39.99795
116.484866,39.9644
116.45151,39.99655
116.37692,39.88195
116.23279,39.856348
116.427567,39.990311
116.28416,40.14842
116.375816,39.961433
116.28105,39.83583
116.47114,39.88484
116.44768,39.94719
116.434983,39.96535
116.472315,40.002027
116.33095,39.91261
116.42731,39.7773
116.395833,39.973616
116.31555,40.0689
116.34546,39.94117
116.4149,39.992532
116.45439,39.99964
116.38705,39.85935
116.270065,39.916359
116.3955,39.97162
116.309479,39.983875
116.29865,39.94412
116.324799,39.991257
116.224182,39.875835
116.411122,39.926832
116.42187,39.96085
116.399384,39.960774
116.54947,39.94966
116.587115,40.077845
116.4894,39.939275
116.42224,39.89101
116.288966,39.898616
116.421966,40.0001
116.210168,39.906097
116.506583,39.8613
116.25452,39.88831
116.4228,39.79196
116.405908,39.895852
116.285744,39.810307
116.450433,39.799583
116.38372,39.85549
116.40074,39.957682
116.49027,39.9907
116.31349,39.89481
116.428516,39.896716
116.41067,39.93932
116.35171,39.87671
116.387416,39.94995
116.46236,39.94632
116.246971,39.900074
116.329166,39.763816
116.46053,39.94594
116.343802,39.931107
116.28992,39.9479
116.35591,39.99224
116.455483,39.935719
116.313427,39.895962
116.40581,39.90114
116.27692,39.90619
116.36555,39.8595
116.38082,39.85125
116.28167,39.899029
116.30916,39.99903
116.428566,40.063534
116.633155,39.922218
116.46445,39.92112
116.339584,39.975353
116.37439,39.94989
116.352825,39.844577
116.32601,39.96635
116.33604,39.86733
116.23349,39.835075
116.511885,39.821892
116.45965,39.829783
116.425938,39.956438
116.2777,39.850466
116.37364,39.933317
116.45747,39.9696
116.430214,39.967697
116.311371,39.856915
116.40444,40.00469
116.178833,39.927624
116.25976,40.02287
116.4166,39.9323
116.42597,39.89252
116.4596,40.00736
116.42084,39.90405
116.275574,39.879505
116.300723,39.96922
116.285461,39.958382
116.307442,40.033468
116.373825,39.877468
116.29937,39.97428
116.322975,39.900265
116.31375,39.894866
116.359392,39.980577
116.401316,39.995716
116.1961,39.92365
116.408623,39.957848
116.380545,39.857552
116.523387,39.926255
116.483315,39.877403
116.4671,39.982116
116.36358,39.97928
116.297737,39.943516
116.3665,39.86016
116.337715,39.975361
116.45089,39.86371
116.3795,39.98675
116.49199,39.96869
116.234203,39.902593
116.26165,39.92277
116.424757,39.981475
116.31794,39.89831
116.247418,39.97197
116.326953,39.975168
116.3714,39.85599
116.42588,39.89615
116.31379,39.96833
116.47093,40.022
116.35014,39.910293
116.416922,39.987298
116.332,39.975
116.37701,39.98099
116.310702,39.84688
116.346516,39.902216
116.57463,40.0605
116.32666,39.89572
116.310417,39.950371
116.31734,39.79381
116.328087,39.818325
116.427898,39.925365
116.263611,40.022255
116.467015,40.00567
116.3433,39.92531
116.313683,40.029469
116.301116,39.866
116.4429,39.99388
116.316063,39.895233
116.4259,39.9582
116.50736,39.93038
116.341398,40.027498
116.278854,39.815155
116.30455,39.89146
116.39685,39.89917
116.379933,39.86405
116.388466,39.9622
116.48767,39.99203
116.27718,39.91256
116.319466,39.933411
116.484822,39.956707
116.302075,40.056052
116.44699,39.95001
116.44685,39.95119
116.460861,39.926601
116.433542,39.873123
116.4523,39.89589
116.48084,39.8563
116.49259,39.791
116.504316,39.86625
116.417116,39.89595
116.28896,39.87786
116.29147,40.07757
116.47696,39.97409
116.43181,39.99235
116.6109,40.050066
116.366478,39.940167
116.45665,40.000816
116.30227,39.95807
116.55837,39.84661
116.49654,39.99897
116.365379,39.952438
116.67874,39.92943
116.406743,40.063258
116.48392,39.926
116.43161,39.89855
116.33837,39.92679
116.361786,39.931725
116.399266,40.007833
116.33352,39.87178
116.38064,39.86965
116.47547,39.969867
116.40123,39.97257
116.440166,39.846516
116.389999,39.855518
116.421223,39.967758
116.41731,40.06105
116.24702,39.891438
116.351116,39.966216
116.41843,39.96082
116.40905,40.00016
116.44523,39.80072
116.43722,39.7701
116.44759,39.906593
116.41781,39.80218
116.558212,39.908604
116.188887,39.994192
116.544869,39.949539
116.45987,40.02218
116.349757,39.948773
116.47195,39.9277
116.28038,39.83988
116.41817,39.97559
116.30044,39.94192
116.44779,40.01881
116.32782,39.906166
116.23019,40.06968
116.31357,39.89494
116.288,39.911616
116.532266,39.941066
116.387238,39.954483
116.472037,39.92075
116.47147,39.90726
116.44589,39.96639
116.46097,40.01054
116.40434,39.98238
116.326732,40.072958
116.585766,39.911166
116.264487,39.87983
116.46743,39.912304
116.568766,39.963466
116.413383,39.958017
116.30875,39.90985
116.2587,39.90728
116.434852,39.964945
116.29755,39.92693
116.28204,39.92122
116.32998,39.82167
116.55193,39.969727
116.404483,39.925983
116.57287,39.9132
116.38832,39.97049
116.34263,39.97207
116.466616,39.9299
116.548762,39.949468
116.10077,39.943548
116.42849,39.955971
116.448883,39.924433
116.43375,39.890116
116.291603,39.906292
116.411118,39.978821
116.58131,39.93017
116.42874,39.92112
116.427852,39.882507
116.37903,39.86233
116.4285,39.93665
116.224483,39.87105
116.452483,39.88035
116.405048,39.963707
116.53908,39.95756
116.37808,40.0004
116.37808,39.92331
116.22317,39.89863
116.571345,39.913748
116.370266,39.892083
116.433222,39.935157
116.46307,39.99653
116.28904,39.8801
116.271915,39.88226
116.492983,39.790883
116.395916,39.88875
116.327072,40.029781
116.449966,39.870194
116.39453,39.9501
116.4849,39.914316
116.47241,39.953452
116.46336,39.83979
116.318575,39.753832
116.310051,39.881123
116.33664,39.89219
116.34631,39.92202
116.41906,39.95229
116.497583,39.773266
116.3422,40.0061
116.58576,39.739735
116.300822,39.96736
116.336728,39.943597
116.258514,39.866509
116.32797,39.71243
116.288533,39.9443
116.40179,39.97687
116.39793,39.9872
116.410905,39.99644
116.244041,39.848389
116.348717,40.035286
116.24685,39.89647
116.46699,40.00324
116.40405,39.997366
116.31459,39.94717
116.318672,39.981434
116.274077,39.95577
116.35945,39.980716
116.629515,39.887687
116.495552,39.899586
116.46143,39.87484
116.329063,39.887348
116.3826,39.86807
116.36667,39.93343
116.24785,39.85801
116.44407,39.93476
116.4621,39.98429
116.4082,39.91466
116.45543,39.88671
116.32147,39.97955
116.46369,39.97684
116.38163,39.85967
116.41326,39.86939
116.402824,39.855873
116.366997,39.92458
116.452467,39.991643
116.344437,39.873509
116.30786,40.05456
116.36947,39.863728
116.348683,39.98005
116.30206,39.94274
116.268388,39.909287
116.328156,39.924988
116.41464,39.79776
116.44418,39.95247
116.300917,39.966465
116.495922,39.924303
116.192735,39.915818
116.51617,39.78079
116.456857,39.943718
116.31814,39.88
116.38772,39.94472
116.461715,39.883898
116.475433,39.932415
116.4124,39.8916
116.42093,39.90612
116.35305,39.950913
116.209724,39.971832
116.40102,39.85559
116.3948,39.84045
116.466963,39.907058
116.36134,39.83352
116.323166,39.895916
116.348312,39.968815
116.41977,40.03793
116.22965,39.90374
116.268341,39.887276
116.2601,39.91643
116.47181,39.91071
116.41128,39.92252
116.3434,39.9312
116.356918,39.908875
116.456372,39.932897
116.34752,39.97523
116.48027,39.97719
116.39695,39.90826
116.46737,39.99406
116.536053,39.91517
116.34817,39.97449
116.422316,39.847966
116.344333,39.874483
116.38037,39.84359
116.437993,39.971958
116.423073,39.84465
116.35391,40.01302
116.279425,39.86454
116.471683,39.910313
116.420136,39.919491
116.412781,39.86076
116.27736,39.90565
116.4413,39.961233
116.11689,39.791802
116.35811,39.99427
116.368237,39.994338
116.169357,39.748001
116.40632,40.00036
116.273058,39.871248
116.551277,39.730003
116.33976,39.80321
116.438423,39.939861
116.455284,39.904572
116.326616,39.993533
116.43305,39.94854
116.29565,39.868233
116.41422,39.99277
116.35793,39.938927
116.535247,39.741305
116.32754,39.974278
116.44141,39.8303
116.343483,39.922951
116.402316,39.870483
116.35364,39.9197
116.296115,39.911442
116.49125,39.994316
116.363966,39.963616
116.31403,39.96768
116.3467,39.89557
116.320969,39.898701
116.491717,39.95986
116.387477,39.966597
116.168266,39.838268
116.45159,39.99533
116.353383,39.966166
116.26873,39.91508
116.430072,39.857545
116.43728,39.893503
116.36212,39.88809
116.492283,39.90705
116.42765,39.863457
116.367989,39.874489
116.41323,39.85559
116.265183,39.9062
116.419,39.960883
116.25861,39.89285
116.344566,39.944483
116.41575,39.99245
116.287872,39.778738
116.430031,39.85714
116.505,39.972366
116.40137,39.97374
116.368183,39.876183
116.30681,39.83576
116.302,39.9525
116.23195,39.874666
116.349823,39.932582
116.54993,39.95921
116.41114,39.97599
116.45514,39.95815
116.402766,40.05805
116.19003,39.8056
116.33163,40.04932
116.438563,39.949965
116.27451,39.97183
116.39399,39.92399
116.287613,39.899036
116.46158,39.87877
116.313782,39.892002
116.320688,39.875788
116.41205,39.95817
116.224913,39.873073
116.36344,39.966552
116.22556,39.88235
116.44191,39.97185
116.33221,39.99162
116.340875,39.730687
116.57575,39.9068
116.398,39.85544
116.55972,40.03023
116.338588,39.936005
116.36158,39.92912
116.34713,39.99158
116.34721,39.92636
116.407566,39.91085
116.39294,39.939457
116.38027,39.84002
116.340515,39.955246
116.44547,39.96574
116.380628,39.996975
116.235886,39.896065
116.37105,39.921366
116.274266,39.958833
116.3585,39.869066
116.379416,39.863033
116.41649,39.89184
116.381566,39.867833
116.36371,39.97719
116.44985,39.895716
116.226266,39.848
116.368317,39.979149
116.477425,39.991772
116.437783,39.939805
116.43414,39.92693
116.466668,39.894605
116.32736,39.98014
116.45579,39.94544
116.5194,39.944316
116.54022,39.78377
116.303589,40.082417
116.378516,39.881966
116.44065,39.92564
116.448116,39.958233
116.342572,39.878692
116.34929,39.93404
116.3326,39.96954
116.443483,39.95415
116.218263,39.931572
116.42274,39.96839
116.31061,39.90412
116.36727,39.87712
116.4117,39.965583
116.37306,39.865372
116.45563,39.921717
116.2952,39.82901
116.373816,39.970833
116.46662,39.94152
116.33327,39.91591
116.34676,39.92228
116.4875,39.759966
116.380166,39.842766
116.42014,39.93502
116.3743,39.98584
116.418616,39.998183
116.34861,39.720043
116.412466,39.8999
116.24704,39.89211
116.42429,39.896025
116.48347,39.92136
116.37361,39.98051
116.57394,39.80208
116.41973,40.02098
116.141937,39.729707
116.443001,39.948372
116.515107,39.922633
116.462025,39.995593
116.46922,40.00074
116.3591,39.98813
116.343842,39.972088
116.46108,39.95888
116.420405,40.041078
116.423897,39.963543
116.34687,39.97062
116.5274,40.09156
116.45625,39.88209
116.421732,39.982053
116.144211,39.890469
116.47587,39.97019
116.367187,39.830238
116.418563,39.89221
116.2008,39.92469
116.36262,39.89834
