ID,ID,O_LON,O_LAT,CLUSTER_LABEL
7782,7782,116.34575,39.95675,cluster0
8312,8312,116.412366,39.967966,cluster0
10042,10042,116.44076,39.83056,cluster0
6865,6865,116.29381,39.84092,cluster0
11974,11974,116.249357,39.888325,cluster0
4085,4085,116.48512,39.91158,cluster0
8525,8525,116.340245,39.917118,cluster0
5120,5120,116.249588,39.888275,cluster0
11025,11025,116.31659,39.83944,cluster0
13007,13007,116.373299,39.956791,cluster0
14471,14471,116.450883,39.932666,cluster0
12871,12871,116.304375,39.922012,cluster0
12768,12768,116.300167,39.976118,cluster0
1523,1523,116.29655,39.933033,cluster0
2853,2853,116.465352,39.932503,cluster0
4259,4259,116.500588,39.892044,cluster0
8409,8409,116.40115,39.97077,cluster0
7536,7536,116.36342,39.95654,cluster0
9561,9561,116.452673,39.896052,cluster0
12660,12660,116.35785,39.87603,cluster0
7999,7999,116.321022,39.898387,cluster0
9515,9515,116.40135,39.889216,cluster0
15673,15673,116.4496,39.89153,cluster0
16766,16766,116.488113,39.970497,cluster0
4670,4670,116.35893,39.99446,cluster0
5784,5784,116.368422,39.882168,cluster0
6480,6480,116.552716,39.953383,cluster0
4467,4467,116.358783,39.994066,cluster0
15722,15722,116.37085,39.9564,cluster0
12315,12315,116.41377,39.97574,cluster0
17620,17620,116.4687,39.83913,cluster0
8370,8370,116.46217,40.01458,cluster0
9535,9535,116.43487,39.95358,cluster0
15123,15123,116.37384,39.84814,cluster0
9697,9697,116.582963,39.927403,cluster0
9437,9437,116.43997,39.84825,cluster0
14991,14991,116.42481,39.98473,cluster0
16006,16006,116.305031,39.910862,cluster0
1719,1719,116.36603,39.94498,cluster0
13197,13197,116.412816,40.031333,cluster0
16513,16513,116.609443,39.929265,cluster0
5697,5697,116.40665,39.86387,cluster0
14858,14858,116.34762,39.98295,cluster0
1091,1091,116.326732,40.072958,cluster0
10791,10791,116.38818,39.96738,cluster0
13995,13995,116.38024,39.84323,cluster0
16350,16350,116.37446,39.97781,cluster0
14105,14105,116.48922,39.961658,cluster0
13013,13013,116.313507,39.968445,cluster0
2566,2566,116.47644,39.96734,cluster0
16418,16418,116.339373,39.83092,cluster0
9747,9747,116.34815,39.97442,cluster0
17796,17796,116.45487,40.00711,cluster0
6048,6048,116.464531,39.990936,cluster0
14558,14558,116.4013,39.98379,cluster0
7279,7279,116.4389,39.886833,cluster0
9707,9707,116.44076,39.96429,cluster0
8277,8277,116.343468,39.938309,cluster0
12165,12165,116.33221,39.90596,cluster0
84,84,116.323891,39.888844,cluster0
3787,3787,116.357117,39.903561,cluster0
17118,17118,116.43958,39.88326,cluster0
8768,8768,116.43233,39.94019,cluster0
17394,17394,116.356918,39.91074,cluster0
5418,5418,116.47567,39.82344,cluster0
11315,11315,116.36632,39.922595,cluster0
7784,7784,116.294316,39.962683,cluster0
17104,17104,116.38385,39.869466,cluster0
9356,9356,116.453862,39.953345,cluster0
6251,6251,116.369145,39.956508,cluster0
4817,4817,116.223755,39.873821,cluster0
12145,12145,116.45082,39.95418,cluster0
12491,12491,116.547417,39.964668,cluster0
5635,5635,116.628983,39.872333,cluster0
17935,17935,116.408218,39.850678,cluster0
17114,17114,116.44171,39.87043,cluster0
11789,11789,116.53026,39.82279,cluster0
149,149,116.365066,39.953683,cluster0
14815,14815,116.34956,39.94241,cluster0
16322,16322,116.37448,39.87735,cluster0
10731,10731,116.46148,40.00185,cluster0
4238,4238,116.33421,39.99126,cluster0
16951,16951,116.58447,39.9225,cluster0
13733,13733,116.454866,39.919433,cluster0
14804,14804,116.478666,39.926366,cluster0
14407,14407,116.42275,39.91425,cluster0
9627,9627,116.28,39.92316,cluster0
12772,12772,116.445534,39.958477,cluster0
5217,5217,116.39898,39.82121,cluster0
4658,4658,116.30331,40.03705,cluster0
10789,10789,116.36372,40.01633,cluster0
14824,14824,116.291933,39.945063,cluster0
4153,4153,116.458205,39.907342,cluster0
13234,13234,116.203583,39.822857,cluster0
5881,5881,116.31617,39.991459,cluster0
483,483,116.502885,39.954565,cluster0
17670,17670,116.4185,39.973866,cluster0
4272,4272,116.27375,40.022583,cluster0
8650,8650,116.3976,39.86391,cluster0
7171,7171,116.42054,39.91012,cluster0
11511,11511,116.490066,39.87465,cluster0
8766,8766,116.43398,39.97494,cluster0
4727,4727,116.442,40.030233,cluster0
16576,16576,116.407,39.94787,cluster0
2963,2963,116.445166,39.958733,cluster0
6844,6844,116.414066,39.9742,cluster0
15525,15525,116.453066,39.961866,cluster0
14655,14655,116.42863,39.91821,cluster0
11920,11920,116.54237,39.96425,cluster0
4904,4904,116.16325,39.931616,cluster0
4483,4483,116.41486,39.88122,cluster0
3955,3955,116.4245,39.9881,cluster0
11600,11600,116.36562,39.94914,cluster0
15834,15834,116.317933,39.94825,cluster0
17302,17302,116.33418,39.990882,cluster0
10915,10915,116.350316,39.939016,cluster0
13965,13965,116.258598,39.91304,cluster0
1814,1814,116.3529,39.88245,cluster0
2520,2520,116.435472,40.020967,cluster0
16400,16400,116.36638,39.8695,cluster0
10232,10232,116.43664,39.97255,cluster0
11033,11033,116.491412,39.874342,cluster0
4384,4384,116.288963,39.943714,cluster0
7008,7008,116.50111,39.80039,cluster0
3497,3497,116.359445,39.978823,cluster0
10205,10205,116.344513,39.917267,cluster0
7438,7438,116.355125,39.945432,cluster0
12859,12859,116.40117,39.93195,cluster0
12912,12912,116.41039,39.94752,cluster0
10315,10315,116.36895,39.88195,cluster0
11162,11162,116.473785,39.800568,cluster0
739,739,116.3881,39.86261,cluster0
15731,15731,116.4309,39.9282,cluster0
16666,16666,116.420044,39.844452,cluster0
17818,17818,116.424718,39.986952,cluster0
7400,7400,116.49338,39.78673,cluster0
3031,3031,116.476445,39.96767,cluster0
16499,16499,116.29666,39.88306,cluster0
7435,7435,116.36841,40.00834,cluster0
2275,2275,116.322866,39.899766,cluster0
16737,16737,116.3558,39.9224,cluster0
2334,2334,116.356716,39.922466,cluster0
5864,5864,116.483866,39.913633,cluster0
13634,13634,116.429138,39.949497,cluster0
9261,9261,116.521933,40.008233,cluster0
12003,12003,116.45588,39.98828,cluster0
7199,7199,116.63434,39.88712,cluster0
11009,11009,116.413393,39.855262,cluster0
2691,2691,116.4921,39.95844,cluster0
9448,9448,116.343016,39.868333,cluster0
17525,17525,116.3651,39.96683,cluster0
335,335,116.35937,39.85436,cluster0
17203,17203,116.373273,39.942868,cluster0
12412,12412,116.357765,39.876808,cluster0
13541,13541,116.3026,39.9615,cluster0
11729,11729,116.32193,39.90604,cluster0
13031,13031,116.364418,39.975506,cluster0
12099,12099,116.30887,39.99814,cluster0
477,477,116.49703,39.97447,cluster0
8980,8980,116.179146,39.927025,cluster0
162,162,116.449808,39.922142,cluster0
1718,1718,116.341315,39.956805,cluster0
16472,16472,116.31533,39.90138,cluster0
6482,6482,116.45225,39.999516,cluster0
15871,15871,116.410942,39.900627,cluster0
13349,13349,116.402618,39.96056,cluster0
5963,5963,116.42483,39.97939,cluster0
7874,7874,116.270483,39.879192,cluster0
7297,7297,116.415766,39.857,cluster0
16924,16924,116.27739,39.86517,cluster0
15899,15899,116.44874,39.98945,cluster0
850,850,116.45126,39.994658,cluster0
9173,9173,116.3424,39.9486,cluster0
15402,15402,116.35541,39.94985,cluster0
13790,13790,116.36987,39.90422,cluster0
11651,11651,116.36483,39.83948,cluster0
9116,9116,116.554306,40.009342,cluster0
2264,2264,116.37278,39.86191,cluster0
7683,7683,116.293457,39.8883,cluster0
16911,16911,116.3656,40.0001,cluster0
9353,9353,116.3322,39.90127,cluster0
3466,3466,116.346779,39.896004,cluster0
18050,18050,116.30346,39.94645,cluster0
3468,3468,116.39256,39.87949,cluster0
5822,5822,116.28817,39.86446,cluster0
12021,12021,116.489567,39.91428,cluster0
865,865,116.31492,39.88845,cluster0
13863,13863,116.421936,39.903717,cluster0
6522,6522,116.296466,39.961733,cluster0
1143,1143,116.310051,39.881123,cluster0
3301,3301,116.26778,39.90704,cluster0
3480,3480,116.511872,39.91936,cluster0
13335,13335,116.461373,39.87485,cluster0
7247,7247,116.44663,39.92556,cluster0
266,266,116.35945,39.974917,cluster0
3733,3733,116.34738,39.93875,cluster0
3864,3864,116.30098,40.04749,cluster0
11533,11533,116.284737,39.864582,cluster0
12691,12691,116.415843,39.869682,cluster0
14884,14884,116.358455,39.999513,cluster0
5077,5077,116.36795,39.880666,cluster0
2972,2972,116.268364,39.891907,cluster0
6491,6491,116.55915,39.92303,cluster0
5163,5163,116.464183,39.976566,cluster0
14988,14988,116.368187,39.884712,cluster0
1630,1630,116.335403,39.886742,cluster0
9196,9196,116.4305,39.9016,cluster0
4102,4102,116.29034,39.91794,cluster0
7144,7144,116.50035,39.75751,cluster0
15669,15669,116.288208,39.863339,cluster0
15904,15904,116.304344,39.924572,cluster0
17021,17021,116.44892,39.93281,cluster0
263,263,116.33594,39.867285,cluster0
9564,9564,116.328597,39.890785,cluster0
6277,6277,116.54975,40.009616,cluster0
17827,17827,116.307388,39.92001,cluster0
14283,14283,116.26948,39.92668,cluster0
16873,16873,116.3385,39.96658,cluster0
13330,13330,116.40108,39.99383,cluster0
13250,13250,116.49039,39.92177,cluster0
7070,7070,116.455452,39.887185,cluster0
14659,14659,116.49286,39.93008,cluster0
7537,7537,116.405837,40.066552,cluster0
10077,10077,116.34597,39.91256,cluster0
13918,13918,116.47769,39.98247,cluster0
4157,4157,116.50127,40.00561,cluster0
2079,2079,116.40124,39.95808,cluster0
4389,4389,116.1621,39.928316,cluster0
184,184,116.41104,39.92929,cluster0
16998,16998,116.346016,39.938526,cluster0
7948,7948,116.357166,39.980466,cluster0
2582,2582,116.36535,39.95201,cluster0
6981,6981,116.28785,39.81865,cluster0
9882,9882,116.34413,39.87904,cluster0
17230,17230,116.46702,39.98321,cluster0
10366,10366,116.36382,39.97426,cluster0
15239,15239,116.36335,39.9925,cluster0
3057,3057,116.41923,39.95289,cluster0
14456,14456,116.30463,39.88788,cluster0
7459,7459,116.37329,39.96004,cluster0
15090,15090,116.36114,39.97366,cluster0
11467,11467,116.41841,39.97354,cluster0
17689,17689,116.31355,39.89531,cluster0
15742,15742,116.28925,39.91596,cluster0
10298,10298,116.440866,39.94855,cluster0
2285,2285,116.405018,39.891262,cluster0
1045,1045,116.49654,39.99897,cluster0
15696,15696,116.40191,39.98173,cluster0
17094,17094,116.375748,39.848846,cluster0
10811,10811,116.364014,40.003014,cluster0
16735,16735,116.46838,40.02931,cluster0
1151,1151,116.336728,39.943597,cluster0
11775,11775,116.47143,39.89289,cluster0
13217,13217,116.4788,39.93088,cluster0
17812,17812,116.267036,39.902111,cluster0
13203,13203,116.365061,39.954535,cluster0
11159,11159,116.320066,39.99675,cluster0
16538,16538,116.38143,39.87386,cluster0
16397,16397,116.35738,39.86714,cluster0
11872,11872,116.468948,39.892075,cluster0
4588,4588,116.3735,39.865677,cluster0
3490,3490,116.32111,39.93655,cluster0
3333,3333,116.44118,39.83079,cluster0
3679,3679,116.54063,39.91508,cluster0
8631,8631,116.50055,39.97055,cluster0
12695,12695,116.40638,40.071545,cluster0
11815,11815,116.48391,39.90198,cluster0
8895,8895,116.43972,39.99066,cluster0
7528,7528,116.31042,40.06888,cluster0
570,570,116.42828,39.93915,cluster0
14721,14721,116.430153,39.892391,cluster0
15490,15490,116.55978,40.03202,cluster0
16100,16100,116.372866,39.970566,cluster0
12213,12213,116.2773,39.915966,cluster0
10673,10673,116.349766,39.93505,cluster0
16949,16949,116.420203,39.920748,cluster0
10743,10743,116.51068,40.01453,cluster0
2950,2950,116.42432,39.86353,cluster0
14538,14538,116.36465,39.95928,cluster0
3878,3878,116.204366,39.84285,cluster0
3230,3230,116.364754,39.957192,cluster0
13130,13130,116.441708,39.971823,cluster0
12144,12144,116.45565,39.902275,cluster0
11559,11559,116.49019,39.89956,cluster0
1209,1209,116.466963,39.907058,cluster0
14510,14510,116.3807,40.00023,cluster0
905,905,116.42224,39.89101,cluster0
8422,8422,116.558197,39.908566,cluster0
17095,17095,116.304033,39.9263,cluster0
12976,12976,116.37921,39.8691,cluster0
15434,15434,116.4903,39.962567,cluster0
7195,7195,116.41222,39.90033,cluster0
4755,4755,116.3208,39.831516,cluster0
16126,16126,116.4432,39.86937,cluster0
9075,9075,116.376632,39.986237,cluster0
546,546,116.43988,39.881718,cluster0
5128,5128,116.37373,39.98011,cluster0
3764,3764,116.57117,39.95646,cluster0
16995,16995,116.414033,39.844416,cluster0
1105,1105,116.57287,39.9132,cluster0
8179,8179,116.45265,39.87021,cluster0
17951,17951,116.39462,39.99652,cluster0
13937,13937,116.420516,39.903916,cluster0
1451,1451,116.301115,39.829492,cluster0
7679,7679,116.188183,39.908016,cluster0
2279,2279,116.333016,39.89595,cluster0
13104,13104,116.380379,39.882603,cluster0
2861,2861,116.370768,39.8773,cluster0
2249,2249,116.317577,39.937823,cluster0
4224,4224,116.465916,39.948383,cluster0
13025,13025,116.29519,39.96715,cluster0
14023,14023,116.311517,39.879078,cluster0
4897,4897,116.411614,39.91547,cluster0
14952,14952,116.41635,39.86973,cluster0
5944,5944,116.229416,39.902716,cluster0
12889,12889,116.41815,39.89589,cluster0
4146,4146,116.388013,39.801553,cluster0
14062,14062,116.37,39.90966,cluster0
12123,12123,116.45035,39.92704,cluster0
9760,9760,116.5245,39.85596,cluster0
10347,10347,116.33786,39.95129,cluster0
18112,18112,116.31903,39.97534,cluster0
4252,4252,116.44184,39.764685,cluster0
15568,15568,116.46916,39.91917,cluster0
5449,5449,116.410835,39.985945,cluster0
5645,5645,116.355216,39.955983,cluster0
13508,13508,116.433991,39.953518,cluster0
558,558,116.648148,39.891432,cluster0
9725,9725,116.28182,39.86431,cluster0
8787,8787,116.373581,39.844791,cluster0
4872,4872,116.26844,39.93134,cluster0
6834,6834,116.303055,39.882534,cluster0
13504,13504,116.520468,40.00228,cluster0
8182,8182,116.39982,39.94799,cluster0
17479,17479,116.343529,39.938305,cluster0
14610,14610,116.50146,40.00348,cluster0
16476,16476,116.3909,39.966916,cluster0
16484,16484,116.34703,39.92277,cluster0
14250,14250,116.483616,39.985916,cluster0
10992,10992,116.385513,39.88493,cluster0
3295,3295,116.50142,39.89822,cluster0
1531,1531,116.36845,39.931283,cluster0
9493,9493,116.422493,39.960873,cluster0
1126,1126,116.37808,39.92331,cluster0
7305,7305,116.223908,39.891613,cluster0
16327,16327,116.30389,39.90161,cluster0
11332,11332,116.59798,39.89771,cluster0
3434,3434,116.39635,39.94775,cluster0
15455,15455,116.362221,39.902371,cluster0
5406,5406,116.45676,39.98995,cluster0
12975,12975,116.46152,40.001953,cluster0
6045,6045,116.39004,39.88499,cluster0
1549,1549,116.46076,39.92785,cluster0
12006,12006,116.3605,40.00002,cluster0
3534,3534,116.43506,39.9653,cluster0
14647,14647,116.325718,39.895928,cluster0
13347,13347,116.330618,40.044658,cluster0
15372,15372,116.432583,39.853066,cluster0
1277,1277,116.42765,39.863457,cluster0
7041,7041,116.4891,39.93607,cluster0
9865,9865,116.4252,39.926066,cluster0
8587,8587,116.34707,39.9212,cluster0
4949,4949,116.48104,39.96191,cluster0
6379,6379,116.4563,39.90388,cluster0
2506,2506,116.320585,39.879073,cluster0
16753,16753,116.342392,39.972045,cluster0
4982,4982,116.398133,39.863866,cluster0
9264,9264,116.46643,39.89219,cluster0
13045,13045,116.37317,39.9421,cluster0
16750,16750,116.42268,39.935067,cluster0
422,422,116.258751,39.90749,cluster0
4733,4733,116.50357,39.89167,cluster0
2664,2664,116.35224,40.02915,cluster0
7455,7455,116.452513,39.952335,cluster0
2480,2480,116.42755,39.86914,cluster0
15932,15932,116.26933,39.95525,cluster0
5534,5534,116.40327,40.00115,cluster0
7800,7800,116.41815,39.987266,cluster0
195,195,116.41307,39.98067,cluster0
8600,8600,116.49226,39.95868,cluster0
1976,1976,116.542145,39.940414,cluster0
15217,15217,116.45502,39.9229,cluster0
8360,8360,116.4616,39.8723,cluster0
3606,3606,116.42977,39.98228,cluster0
14557,14557,116.47606,39.88731,cluster0
12757,12757,116.37329,39.93559,cluster0
8234,8234,116.387665,39.898979,cluster0
14865,14865,116.46084,39.86994,cluster0
2975,2975,116.286919,39.865074,cluster0
15397,15397,116.33585,39.77025,cluster0
3442,3442,116.44133,39.902866,cluster0
10730,10730,116.505408,40.037442,cluster0
10222,10222,116.259552,40.022404,cluster0
10215,10215,116.463142,39.928707,cluster0
4589,4589,116.316066,39.895016,cluster0
15443,15443,116.34642,40.00028,cluster0
159,159,116.340727,39.879503,cluster0
12629,12629,116.3604,39.98615,cluster0
3404,3404,116.44493,39.96554,cluster0
211,211,116.44297,39.97328,cluster0
13100,13100,116.37359,39.95219,cluster0
15915,15915,116.304478,39.909015,cluster0
15392,15392,116.335846,39.922092,cluster0
4715,4715,116.29124,39.91957,cluster0
2854,2854,116.289328,39.912012,cluster0
10533,10533,116.318668,39.926873,cluster0
222,222,116.411417,39.918293,cluster0
1750,1750,116.44188,39.90658,cluster0
68,68,116.4216,39.93219,cluster0
8933,8933,116.364597,39.96685,cluster0
6336,6336,116.463478,39.91608,cluster0
18129,18129,116.43817,39.9678,cluster0
300,300,116.41159,40.02547,cluster0
12615,12615,116.352885,39.840003,cluster0
8082,8082,116.37556,39.92073,cluster0
12350,12350,116.3918,39.88504,cluster0
2643,2643,116.414742,39.895706,cluster0
15309,15309,116.296466,39.983316,cluster0
13746,13746,116.31706,39.84306,cluster0
774,774,116.249779,39.888287,cluster0
817,817,116.31606,39.96281,cluster0
16717,16717,116.361097,39.881993,cluster0
7170,7170,116.37051,39.8492,cluster0
15737,15737,116.31905,39.98425,cluster0
7379,7379,116.35559,39.94592,cluster0
81,81,116.305293,39.89639,cluster0
8303,8303,116.2383,39.920216,cluster0
15950,15950,116.246935,39.895335,cluster0
11867,11867,116.432922,39.945902,cluster0
1352,1352,116.3326,39.96954,cluster0
10313,10313,116.4858,39.7844,cluster0
2254,2254,116.30294,39.8296,cluster0
9401,9401,116.37175,39.88445,cluster0
17595,17595,116.38741,39.95054,cluster0
11627,11627,116.42955,39.905416,cluster0
11995,11995,116.349055,39.91261,cluster0
5359,5359,116.373128,39.960177,cluster0
4103,4103,116.3603,39.820916,cluster0
12273,12273,116.41415,39.947833,cluster0
9042,9042,116.4258,39.9282,cluster0
2586,2586,116.437683,39.905098,cluster0
7295,7295,116.330495,40.091863,cluster0
10788,10788,116.36016,39.888,cluster0
10025,10025,116.39816,39.96101,cluster0
4309,4309,116.24379,39.946079,cluster0
10199,10199,116.23489,39.83182,cluster0
15758,15758,116.334593,39.946827,cluster0
5637,5637,116.358147,39.867233,cluster0
2359,2359,116.42146,39.90337,cluster0
4746,4746,116.36987,39.94972,cluster0
8406,8406,116.28316,39.99997,cluster0
3073,3073,116.40845,40.056733,cluster0
5778,5778,116.30322,39.866027,cluster0
17157,17157,116.40415,40.00244,cluster0
14377,14377,116.49543,39.99756,cluster0
11149,11149,116.409287,39.947941,cluster0
320,320,116.35418,39.97831,cluster0
6791,6791,116.33055,39.8769,cluster0
15505,15505,116.407885,39.91227,cluster0
13687,13687,116.59446,39.901436,cluster0
1340,1340,116.43414,39.92693,cluster0
681,681,116.399,39.98907,cluster0
15361,15361,116.218966,39.897733,cluster0
14366,14366,116.43176,39.967063,cluster0
17857,17857,116.44055,39.956133,cluster0
618,618,116.311333,39.975533,cluster0
9640,9640,116.45436,40.01006,cluster0
6898,6898,116.320937,39.922295,cluster0
9874,9874,116.38136,39.87886,cluster0
1988,1988,116.27104,39.90614,cluster0
15566,15566,116.19083,39.92907,cluster0
4431,4431,116.45815,39.9214,cluster0
14085,14085,116.40297,39.92996,cluster0
8830,8830,116.277157,39.96024,cluster0
7433,7433,116.450005,39.932365,cluster0
2999,2999,116.375212,39.947427,cluster0
3637,3637,116.467207,40.005078,cluster0
8454,8454,116.485568,40.006497,cluster0
3375,3375,116.347816,39.87235,cluster0
6766,6766,116.367338,39.913407,cluster0
3199,3199,116.258652,39.891602,cluster0
13698,13698,116.455466,39.948583,cluster0
117,117,116.402582,39.928557,cluster0
10822,10822,116.48532,39.97067,cluster0
6574,6574,116.425911,39.857071,cluster0
186,186,116.378218,39.861815,cluster0
15543,15543,116.401781,40.002678,cluster0
9320,9320,116.364192,39.966627,cluster0
1344,1344,116.5194,39.944316,cluster0
11691,11691,116.286755,39.83283,cluster0
2136,2136,116.4003,39.862266,cluster0
10950,10950,116.41209,39.99358,cluster0
12104,12104,116.495545,39.914737,cluster0
4633,4633,116.414878,39.892751,cluster0
10617,10617,116.444216,39.9111,cluster0
4898,4898,116.258637,39.907536,cluster0
6623,6623,116.34699,39.93634,cluster0
9503,9503,116.22596,39.84787,cluster0
1628,1628,116.415602,39.968203,cluster0
10019,10019,116.28515,39.84125,cluster0
10541,10541,116.25929,39.85121,cluster0
16317,16317,116.395271,39.82996,cluster0
6472,6472,116.39425,39.863216,cluster0
10249,10249,116.35489,39.99567,cluster0
14879,14879,116.338457,39.921553,cluster0
16419,16419,116.4022,40.0454,cluster0
12759,12759,116.43808,39.870993,cluster0
2602,2602,116.43029,39.93379,cluster0
2019,2019,116.316308,39.895065,cluster0
13651,13651,116.48318,39.9121,cluster0
2947,2947,116.383,39.86935,cluster0
15635,15635,116.40855,40.02496,cluster0
10738,10738,116.435539,40.033608,cluster0
912,912,116.405908,39.895852,cluster0
9370,9370,116.364883,39.957974,cluster0
15831,15831,116.348416,39.969016,cluster0
11391,11391,116.30841,39.885057,cluster0
614,614,116.184227,39.949692,cluster0
2526,2526,116.497025,40.005413,cluster0
16012,16012,116.459425,39.921488,cluster0
7663,7663,116.4956,39.92185,cluster0
10141,10141,116.419513,39.922978,cluster0
13274,13274,116.415016,40.072816,cluster0
2694,2694,116.47407,39.97755,cluster0
4274,4274,116.362419,39.985741,cluster0
6211,6211,116.46635,39.99354,cluster0
6269,6269,116.40535,39.99056,cluster0
9094,9094,116.47864,39.93166,cluster0
8882,8882,116.23164,39.89615,cluster0
12254,12254,116.456466,39.9527,cluster0
16798,16798,116.319266,39.937373,cluster0
16014,16014,116.46418,39.9766,cluster0
12043,12043,116.47282,39.98538,cluster0
7491,7491,116.355,39.95669,cluster0
2328,2328,116.4751,39.97682,cluster0
16365,16365,116.346293,39.966457,cluster0
16491,16491,116.36331,39.985523,cluster0
2274,2274,116.26984,39.879045,cluster0
7047,7047,116.41532,39.8563,cluster0
1886,1886,116.415983,40.03735,cluster0
8180,8180,116.41028,39.84454,cluster0
5834,5834,116.4969,39.97192,cluster0
4135,4135,116.228416,39.918675,cluster0
11915,11915,116.315352,39.890698,cluster0
4934,4934,116.37281,39.90278,cluster0
10744,10744,116.15004,39.931553,cluster0
8954,8954,116.26856,39.93598,cluster0
7441,7441,116.47162,39.91166,cluster0
17840,17840,116.429333,39.911466,cluster0
4613,4613,116.49624,39.9071,cluster0
16236,16236,116.471687,39.987,cluster0
11208,11208,116.4636,39.99688,cluster0
13137,13137,116.34908,40.00601,cluster0
16709,16709,116.44549,39.90347,cluster0
14379,14379,116.37831,39.97534,cluster0
12054,12054,116.32097,39.98556,cluster0
11877,11877,116.36555,39.97535,cluster0
1416,1416,116.598566,39.9221,cluster0
273,273,116.387462,39.951363,cluster0
17161,17161,116.32887,39.95992,cluster0
10768,10768,116.4081,39.85583,cluster0
2820,2820,116.451577,40.00214,cluster0
8411,8411,116.2955,39.97198,cluster0
11591,11591,116.31691,39.89595,cluster0
16093,16093,116.30605,39.962716,cluster0
11455,11455,116.268097,39.941551,cluster0
4568,4568,116.36541,39.98217,cluster0
7983,7983,116.27673,39.85981,cluster0
4035,4035,116.36851,39.98643,cluster0
14559,14559,116.4426,39.857666,cluster0
5253,5253,116.36481,39.83745,cluster0
72,72,116.56742,39.91975,cluster0
18008,18008,116.4535,39.94749,cluster0
6197,6197,116.36159,39.94636,cluster0
14418,14418,116.36778,39.89833,cluster0
5261,5261,116.374183,39.969066,cluster0
8949,8949,116.4211,39.957966,cluster0
10153,10153,116.449083,39.926273,cluster0
13814,13814,116.46111,39.89701,cluster0
6889,6889,116.43338,39.9566,cluster0
577,577,116.43535,40.049783,cluster0
6578,6578,116.495766,39.92205,cluster0
8141,8141,116.44083,39.97153,cluster0
13449,13449,116.364558,40.012215,cluster0
13236,13236,116.573717,39.913448,cluster0
880,880,116.28105,39.83583,cluster0
4226,4226,116.34412,39.8763,cluster0
16855,16855,116.406677,39.886832,cluster0
5039,5039,116.46366,40.00747,cluster0
15681,15681,116.36785,39.90414,cluster0
1664,1664,116.294202,39.982983,cluster0
782,782,116.34963,39.93946,cluster0
6438,6438,116.466616,39.892066,cluster0
143,143,116.30433,39.91046,cluster0
4449,4449,116.431966,39.94225,cluster0
2289,2289,116.34323,39.9328,cluster0
9570,9570,116.45125,39.99461,cluster0
12329,12329,116.241905,39.855911,cluster0
3799,3799,116.315178,39.897499,cluster0
10301,10301,116.405136,39.841007,cluster0
11064,11064,116.30432,39.90315,cluster0
8231,8231,116.495247,39.909725,cluster0
8742,8742,116.41851,39.86428,cluster0
543,543,116.444008,39.939476,cluster0
645,645,116.455583,39.89435,cluster0
13344,13344,116.45643,40.01201,cluster0
2320,2320,116.401955,39.939495,cluster0
11725,11725,116.451706,39.909599,cluster0
12606,12606,116.37884,39.86324,cluster0
1599,1599,116.31261,40.06145,cluster0
4714,4714,116.27725,39.866,cluster0
15500,15500,116.382838,39.888332,cluster0
18017,18017,116.629482,39.876782,cluster0
14668,14668,116.511543,39.921639,cluster0
703,703,116.31025,39.88612,cluster0
5488,5488,116.53759,39.9647,cluster0
15951,15951,116.411966,39.97405,cluster0
8384,8384,116.41679,40.04307,cluster0
17679,17679,116.32405,39.7781,cluster0
9030,9030,116.259283,39.879566,cluster0
932,932,116.40581,39.90114,cluster0
14291,14291,116.360516,39.95665,cluster0
9523,9523,116.47977,39.99624,cluster0
2815,2815,116.352633,39.88635,cluster0
7737,7737,116.421433,39.878403,cluster0
1612,1612,116.449211,39.948792,cluster0
16834,16834,116.31807,39.94518,cluster0
16264,16264,116.55138,40.02842,cluster0
2596,2596,116.34065,39.87909,cluster0
15248,15248,116.372383,39.941166,cluster0
17742,17742,116.49723,39.96372,cluster0
6497,6497,116.3336,39.97497,cluster0
4331,4331,116.329116,39.956416,cluster0
13280,13280,116.2735,39.922916,cluster0
13055,13055,116.46755,39.92964,cluster0
14504,14504,116.46092,39.92149,cluster0
14216,14216,116.4809,39.8,cluster0
3748,3748,116.483693,39.96912,cluster0
6184,6184,116.42635,39.94974,cluster0
13979,13979,116.47132,39.8823,cluster0
15295,15295,116.38832,39.96341,cluster0
4278,4278,116.259465,39.879638,cluster0
4771,4771,116.43357,39.95808,cluster0
7781,7781,116.42111,39.78163,cluster0
14524,14524,116.319535,39.927113,cluster0
14985,14985,116.374016,39.931316,cluster0
10183,10183,116.347273,39.87139,cluster0
2712,2712,116.248712,39.870952,cluster0
11153,11153,116.45931,40.0073,cluster0
14374,14374,116.233616,39.857966,cluster0
9086,9086,116.498133,39.960616,cluster0
831,831,116.462792,39.943093,cluster0
16219,16219,116.32091,39.98751,cluster0
6694,6694,116.368233,40.017674,cluster0
17533,17533,116.36825,39.90272,cluster0
12361,12361,116.30066,39.96843,cluster0
14038,14038,116.4487,39.922833,cluster0
2246,2246,116.477295,40.01225,cluster0
14657,14657,116.25857,39.90649,cluster0
4945,4945,116.31205,39.97265,cluster0
7630,7630,116.35822,39.98044,cluster0
6393,6393,116.49593,39.92286,cluster0
7302,7302,116.22549,39.87669,cluster0
11526,11526,116.34666,39.88821,cluster0
10318,10318,116.33108,39.80893,cluster0
2015,2015,116.29783,39.92288,cluster0
5672,5672,116.36731,39.87711,cluster0
8341,8341,116.46084,39.92676,cluster0
888,888,116.31555,40.0689,cluster0
13268,13268,116.229393,39.888302,cluster0
