ID,ID,O_LON,O_LAT,CLUSTER_LABEL
1720,1720,116.31493,39.86728,cluster0
5160,5160,116.333666,40.002783,cluster0
12692,12692,116.2983,39.99318,cluster0
3374,3374,116.355816,39.904216,cluster0
5481,5481,116.489685,39.970642,cluster0
9574,9574,116.393517,39.865425,cluster0
5909,5909,116.364769,39.96695,cluster0
1500,1500,116.45694,39.9905,cluster0
7864,7864,116.43223,39.94183,cluster0
17063,17063,116.39223,39.79422,cluster0
14111,14111,116.381599,39.863915,cluster0
13888,13888,116.45324,39.91847,cluster0
14138,14138,116.44898,39.81492,cluster0
7911,7911,116.32775,40.029716,cluster0
9011,9011,116.334351,39.893425,cluster0
15921,15921,116.418966,39.803516,cluster0
13850,13850,116.47101,39.9216,cluster0
5044,5044,116.48485,39.88168,cluster0
18006,18006,116.388483,39.960123,cluster0
1437,1437,116.467783,39.967483,cluster0
16783,16783,116.4293,39.95825,cluster0
12984,12984,116.4215,39.9034,cluster0
1835,1835,116.57374,39.92894,cluster0
15941,15941,116.261215,39.850075,cluster0
3640,3640,116.355916,39.982216,cluster0
7205,7205,116.497285,39.963533,cluster0
17516,17516,116.483885,39.901402,cluster0
1102,1102,116.32998,39.82167,cluster0
15252,15252,116.245823,39.837883,cluster0
369,369,116.46416,39.97655,cluster0
17200,17200,116.37918,39.95009,cluster0
10620,10620,116.31893,39.97705,cluster0
5345,5345,116.28522,39.94096,cluster0
10192,10192,116.2871,39.835516,cluster0
16557,16557,116.45272,39.95384,cluster0
15318,15318,116.421528,39.844578,cluster0
10488,10488,116.599,39.889933,cluster0
2219,2219,116.341858,39.886663,cluster0
2027,2027,116.478616,39.975733,cluster0
11779,11779,116.34194,39.761242,cluster0
9793,9793,116.4582,39.98585,cluster0
2719,2719,116.337766,39.741483,cluster0
16535,16535,116.341904,39.868233,cluster0
6825,6825,116.454978,39.939957,cluster0
7666,7666,116.4039,39.914032,cluster0
374,374,116.458316,40.019966,cluster0
16233,16233,116.31975,39.92751,cluster0
16559,16559,116.41453,39.84459,cluster0
3148,3148,116.500534,40.005623,cluster0
6552,6552,116.438858,39.902279,cluster0
9951,9951,116.454823,39.949325,cluster0
11277,11277,116.40934,39.84457,cluster0
3901,3901,116.301315,39.838502,cluster0
15850,15850,116.44067,39.94873,cluster0
4581,4581,116.37365,39.964333,cluster0
17455,17455,116.495366,39.997333,cluster0
13998,13998,116.29701,39.97388,cluster0
2933,2933,116.43325,39.95476,cluster0
8568,8568,116.34215,39.97332,cluster0
2702,2702,116.6519,39.934718,cluster0
13399,13399,116.556785,40.012573,cluster0
11469,11469,116.38864,39.88217,cluster0
16479,16479,116.394177,39.844242,cluster0
1642,1642,116.42135,39.89251,cluster0
3247,3247,116.289118,39.865187,cluster0
14564,14564,116.49908,39.86281,cluster0
2690,2690,116.269,39.94963,cluster0
99,99,116.395216,39.9502,cluster0
2342,2342,116.3467,39.975166,cluster0
11228,11228,116.51245,39.92221,cluster0
15907,15907,116.429432,39.949217,cluster0
14237,14237,116.46319,39.99158,cluster0
14791,14791,116.418175,39.992405,cluster0
2004,2004,116.29346,39.98173,cluster0
15117,15117,116.43165,39.96763,cluster0
16023,16023,116.45463,39.86643,cluster0
5001,5001,116.321058,40.048395,cluster0
2042,2042,116.433938,39.979433,cluster0
10689,10689,116.226234,39.888771,cluster0
10638,10638,116.44953,39.87006,cluster0
999,999,116.310702,39.84688,cluster0
5812,5812,116.5539,39.904116,cluster0
1931,1931,116.49114,39.98781,cluster0
10147,10147,116.37487,39.97743,cluster0
16833,16833,116.19179,39.92174,cluster0
12848,12848,116.36586,39.911316,cluster0
16741,16741,116.299263,39.97432,cluster0
1185,1185,116.344437,39.873509,cluster0
7904,7904,116.2768,39.846266,cluster0
7355,7355,116.380616,39.950016,cluster0
10267,10267,116.192505,39.915262,cluster0
13489,13489,116.447698,39.989485,cluster0
10546,10546,116.54304,39.90477,cluster0
17911,17911,116.4358,39.96959,cluster0
519,519,116.290016,40.022883,cluster0
16481,16481,116.488488,39.96117,cluster0
7512,7512,116.449316,39.958916,cluster0
17873,17873,116.4642,39.94343,cluster0
6597,6597,116.26115,39.850627,cluster0
4472,4472,116.345268,39.899777,cluster0
3995,3995,116.427966,39.882616,cluster0
12882,12882,116.437702,39.933977,cluster0
70,70,116.310776,39.76931,cluster0
14150,14150,116.531838,39.955625,cluster0
6439,6439,116.44115,39.95015,cluster0
17209,17209,116.3265,39.88877,cluster0
11861,11861,116.45809,39.99584,cluster0
13179,13179,116.51275,40.010766,cluster0
12624,12624,116.411606,40.025974,cluster0
16928,16928,116.3866,39.85937,cluster0
16986,16986,116.36524,39.954,cluster0
2496,2496,116.43462,39.91684,cluster0
6312,6312,116.42954,39.96632,cluster0
4114,4114,116.42034,39.91738,cluster0
10270,10270,116.275016,39.96515,cluster0
5518,5518,116.314735,39.890114,cluster0
1761,1761,116.48955,39.96735,cluster0
17696,17696,116.596167,39.898407,cluster0
55,55,116.38264,39.86776,cluster0
5443,5443,116.190826,39.923096,cluster0
10763,10763,116.36365,39.9668,cluster0
13911,13911,116.49715,39.963566,cluster0
9327,9327,116.4969,39.969616,cluster0
10684,10684,116.29495,40.04277,cluster0
5073,5073,116.38066,39.95225,cluster0
6032,6032,116.441312,39.971263,cluster0
12780,12780,116.316116,39.895199,cluster0
6076,6076,116.44882,39.96597,cluster0
13767,13767,116.39458,39.86227,cluster0
12622,12622,116.444027,39.874872,cluster0
2826,2826,116.4356,40.05507,cluster0
15359,15359,116.297755,39.85671,cluster0
11342,11342,116.421633,39.958066,cluster0
3919,3919,116.51595,39.7807,cluster0
110,110,116.27468,39.9165,cluster0
6485,6485,116.373815,39.96131,cluster0
12179,12179,116.451045,39.993732,cluster0
6046,6046,116.394177,39.844242,cluster0
9350,9350,116.30689,39.8391,cluster0
16195,16195,116.269587,39.946512,cluster0
12829,12829,116.170876,39.91317,cluster0
15499,15499,116.29024,39.87768,cluster0
10243,10243,116.361122,39.927448,cluster0
16227,16227,116.44936,39.948363,cluster0
12719,12719,116.35867,39.98845,cluster0
6638,6638,116.247345,39.888195,cluster0
5986,5986,116.358822,39.833842,cluster0
17164,17164,116.352562,39.88789,cluster0
16540,16540,116.356528,39.95425,cluster0
13569,13569,116.368033,39.881766,cluster0
4821,4821,116.330407,39.874663,cluster0
6226,6226,116.45082,39.99563,cluster0
17860,17860,116.4147,39.87572,cluster0
4609,4609,116.35922,39.8669,cluster0
12733,12733,116.317752,39.951087,cluster0
7521,7521,116.298416,39.936283,cluster0
17589,17589,116.517357,39.818127,cluster0
1680,1680,116.4591,40.00005,cluster0
4471,4471,116.179122,39.927147,cluster0
1937,1937,116.570816,40.000797,cluster0
12478,12478,116.271887,39.87605,cluster0
2571,2571,116.274208,39.931122,cluster0
2445,2445,116.29708,39.97077,cluster0
5917,5917,116.323116,40.044266,cluster0
8918,8918,116.30725,39.977333,cluster0
1817,1817,116.320786,39.883129,cluster0
13622,13622,116.300514,39.970917,cluster0
1283,1283,116.344566,39.944483,cluster0
348,348,116.29773,39.974266,cluster0
13199,13199,116.48749,40.02127,cluster0
13112,13112,116.41137,40.02912,cluster0
15365,15365,116.40039,39.99348,cluster0
10527,10527,116.39471,39.99309,cluster0
8572,8572,116.491016,39.922,cluster0
8336,8336,116.3741,39.94846,cluster0
17349,17349,116.3435,39.92232,cluster0
12713,12713,116.34254,39.87901,cluster0
14497,14497,116.38449,39.8709,cluster0
14546,14546,116.31989,39.87859,cluster0
15730,15730,116.331245,39.989658,cluster0
16220,16220,116.203491,39.821529,cluster0
12592,12592,116.442053,39.962662,cluster0
12476,12476,116.29586,39.96674,cluster0
15821,15821,116.41898,39.94872,cluster0
10547,10547,116.50093,39.93138,cluster0
13683,13683,116.347,39.991666,cluster0
12981,12981,116.306318,39.94049,cluster0
5057,5057,116.40604,39.86397,cluster0
1732,1732,116.374833,39.976216,cluster0
8826,8826,116.37207,39.90279,cluster0
623,623,116.4616,39.99688,cluster0
8373,8373,116.48739,39.99074,cluster0
16464,16464,116.453932,39.872353,cluster0
1667,1667,116.35107,40.08567,cluster0
16022,16022,116.3739,39.985916,cluster0
12805,12805,116.46944,39.91919,cluster0
15729,15729,116.46264,39.94655,cluster0
2626,2626,116.342338,39.948703,cluster0
4254,4254,116.46108,39.88745,cluster0
14908,14908,116.3161,39.761166,cluster0
15815,15815,116.459496,40.003658,cluster0
14570,14570,116.388902,39.95823,cluster0
10328,10328,116.33374,39.99897,cluster0
17199,17199,116.42594,39.982098,cluster0
1665,1665,116.38815,39.94739,cluster0
9132,9132,116.380683,39.857883,cluster0
11918,11918,116.34122,40.0592,cluster0
13125,13125,116.318787,39.895985,cluster0
17415,17415,116.45677,39.9893,cluster0
8581,8581,116.327377,39.979123,cluster0
9842,9842,116.232048,39.837322,cluster0
10666,10666,116.3893,39.94982,cluster0
424,424,116.41818,39.99232,cluster0
17816,17816,116.355225,39.95626,cluster0
556,556,116.3178,39.974966,cluster0
9590,9590,116.451128,39.895967,cluster0
15187,15187,116.29866,39.895968,cluster0
17100,17100,116.442978,39.963482,cluster0
4404,4404,116.34317,39.906,cluster0
17194,17194,116.31528,39.90529,cluster0
16691,16691,116.45377,39.90814,cluster0
4262,4262,116.4491,39.958866,cluster0
17247,17247,116.398016,39.863883,cluster0
5669,5669,116.495352,39.997227,cluster0
1146,1146,116.41906,39.95229,cluster0
14536,14536,116.4528,39.93238,cluster0
12776,12776,116.49316,39.75998,cluster0
16199,16199,116.520463,39.90525,cluster0
8788,8788,116.47727,39.992135,cluster0
13058,13058,116.45681,40.01191,cluster0
10055,10055,116.411797,39.908745,cluster0
15478,15478,116.33336,39.89613,cluster0
9382,9382,116.34716,39.88634,cluster0
11224,11224,116.28683,39.86493,cluster0
14024,14024,116.35722,39.87685,cluster0
9835,9835,116.461281,40.005119,cluster0
4229,4229,116.28182,40.00772,cluster0
7750,7750,116.350366,40.03175,cluster0
8589,8589,116.486267,39.959156,cluster0
11900,11900,116.4664,39.9437,cluster0
12154,12154,116.40468,39.92269,cluster0
4841,4841,116.4022,39.96561,cluster0
12277,12277,116.258682,39.89119,cluster0
11366,11366,116.34158,39.98506,cluster0
642,642,116.414605,39.900483,cluster0
15142,15142,116.408745,39.839474,cluster0
17428,17428,116.649627,39.942612,cluster0
1375,1375,116.48347,39.92136,cluster0
7481,7481,116.37257,39.99288,cluster0
14769,14769,116.147026,39.930222,cluster0
12432,12432,116.438982,39.88596,cluster0
5847,5847,116.34043,39.95542,cluster0
25,25,116.363516,39.9778,cluster0
16707,16707,116.415962,40.040512,cluster0
7200,7200,116.483383,39.93215,cluster0
17229,17229,116.422081,39.847889,cluster0
13438,13438,116.47859,39.93162,cluster0
14523,14523,116.43198,39.86458,cluster0
9454,9454,116.3996,39.96725,cluster0
8494,8494,116.46877,39.98483,cluster0
1157,1157,116.410905,39.99644,cluster0
17570,17570,116.380947,39.877408,cluster0
2498,2498,116.34667,39.97243,cluster0
13011,13011,116.42187,40.00003,cluster0
4578,4578,116.649703,39.890063,cluster0
15517,15517,116.26738,40.003475,cluster0
11829,11829,116.31588,39.965809,cluster0
14998,14998,116.49712,39.9632,cluster0
4513,4513,116.4615,39.998766,cluster0
8197,8197,116.377647,39.905857,cluster0
14330,14330,116.47201,39.92967,cluster0
11020,11020,116.40726,39.86859,cluster0
14873,14873,116.4006,39.95007,cluster0
5935,5935,116.322289,39.846695,cluster0
16613,16613,116.50099,39.91076,cluster0
11322,11322,116.519818,40.006672,cluster0
11119,11119,116.509158,40.010245,cluster0
717,717,116.40126,39.9821,cluster0
6750,6750,116.326416,40.056416,cluster0
122,122,116.32223,39.89462,cluster0
14230,14230,116.28469,39.84819,cluster0
15979,15979,116.33926,39.99961,cluster0
13428,13428,116.364633,39.956792,cluster0
15891,15891,116.39747,39.94759,cluster0
6965,6965,116.54466,39.94954,cluster0
1485,1485,116.401183,39.886766,cluster0
16016,16016,116.509872,39.789595,cluster0
4280,4280,116.45676,39.989183,cluster0
13658,13658,116.48706,39.76253,cluster0
13499,13499,116.29236,39.92294,cluster0
13382,13382,116.420548,39.90437,cluster0
16038,16038,116.523033,40.0128,cluster0
13380,13380,116.36034,39.93113,cluster0
5823,5823,116.552343,39.96433,cluster0
5378,5378,116.456593,39.99512,cluster0
6506,6506,116.30349,39.95328,cluster0
4142,4142,116.33138,39.88874,cluster0
3150,3150,116.192666,39.912166,cluster0
6551,6551,116.41523,39.96672,cluster0
3928,3928,116.261566,39.878983,cluster0
12096,12096,116.346283,39.939106,cluster0
16531,16531,116.32322,39.89245,cluster0
3410,3410,116.434016,39.8865,cluster0
8528,8528,116.317137,39.955767,cluster0
17734,17734,116.401,39.811816,cluster0
4095,4095,116.54642,39.94952,cluster0
6642,6642,116.47165,39.96565,cluster0
2859,2859,116.3814,39.975373,cluster0
6827,6827,116.2807,39.8673,cluster0
4614,4614,116.302216,39.978386,cluster0
12484,12484,116.636116,39.9256,cluster0
16133,16133,116.375382,39.971352,cluster0
14043,14043,116.22309,39.91931,cluster0
4183,4183,116.34644,40.03499,cluster0
2339,2339,116.45829,39.92746,cluster0
4007,4007,116.28176,39.96049,cluster0
11503,11503,116.42722,39.975907,cluster0
15162,15162,116.304233,40.035518,cluster0
9996,9996,116.51468,39.91711,cluster0
9125,9125,116.4581,39.98771,cluster0
16617,16617,116.48134,39.99442,cluster0
906,906,116.288966,39.898616,cluster0
13193,13193,116.312363,39.922596,cluster0
2030,2030,116.35004,39.94387,cluster0
2705,2705,116.279663,39.922932,cluster0
14430,14430,116.297928,39.86537,cluster0
12577,12577,116.47993,39.9144,cluster0
8539,8539,116.27723,39.90487,cluster0
3142,3142,116.352673,39.886153,cluster0
406,406,116.35012,39.94891,cluster0
9269,9269,116.358627,39.918763,cluster0
8472,8472,116.43305,40.00704,cluster0
6530,6530,116.38882,39.95323,cluster0
3812,3812,116.391733,39.950083,cluster0
16252,16252,116.367783,39.940418,cluster0
2896,2896,116.426332,39.958012,cluster0
16600,16600,116.26847,40.0287,cluster0
16713,16713,116.367363,39.919659,cluster0
16319,16319,116.2931,39.8846,cluster0
8232,8232,116.28902,39.8846,cluster0
13420,13420,116.304665,39.931557,cluster0
3741,3741,116.46137,39.9282,cluster0
5405,5405,116.62945,39.87309,cluster0
1142,1142,116.318575,39.753832,cluster0
11844,11844,116.43934,39.94304,cluster0
9221,9221,116.34634,39.9126,cluster0
16302,16302,116.389298,39.945942,cluster0
2612,2612,116.325478,39.828983,cluster0
9908,9908,116.38033,39.975492,cluster0
5680,5680,116.40843,39.9081,cluster0
8555,8555,116.31554,39.8466,cluster0
14500,14500,116.35382,39.91261,cluster0
12938,12938,116.4079,39.837016,cluster0
13912,13912,116.40212,39.94516,cluster0
5362,5362,116.31269,39.9715,cluster0
5736,5736,116.411998,39.961247,cluster0
9489,9489,116.34598,40.00581,cluster0
18160,18160,116.59377,39.92693,cluster0
16870,16870,116.42144,39.860291,cluster0
16197,16197,116.40841,39.908,cluster0
6948,6948,116.345633,39.938898,cluster0
16084,16084,116.29537,39.93624,cluster0
3991,3991,116.461773,39.989413,cluster0
3987,3987,116.361187,39.887833,cluster0
10965,10965,116.390216,39.885,cluster0
7066,7066,116.46695,40.00703,cluster0
10480,10480,116.4765,39.93255,cluster0
7114,7114,116.506016,40.0117,cluster0
714,714,116.44002,39.92279,cluster0
8363,8363,116.325256,39.765999,cluster0
3465,3465,116.203232,39.820427,cluster0
3039,3039,116.290088,39.917313,cluster0
17498,17498,116.34525,39.956766,cluster0
12014,12014,116.42764,39.86941,cluster0
13833,13833,116.347466,40.023783,cluster0
7960,7960,116.403679,39.96064,cluster0
